repo_path	drive_id	drive_title	drive_size_bytes	source	reason
The Method Materials/CORPUS/r2-ch16i.out	169ogLxAadCdyZ7JtJqzlKjVw5Ljv9N2i	r2-ch16i.out	19423	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16i.py	1qkmnYOB1TxO5ZMkL3frEuBnZF_PL_Rm_	r2-ch16i.py	16897	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16k.py	1woxn3qB_xveoto7CZJeZw6Yk8cJHRTi6	r2-ch16k.py	11223	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16l.out	1vUbPuBfTO-l7MMhkxMd6vwTzi5Ab17wj	r2-ch16l.out	7857	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16l.py	1HsWKlx5_5DJPn-c5UsYd_lIVkybME6Hx	r2-ch16l.py	9134	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16m.out	12z7lwZe0llrwAX_pT19m2P8JP2_9h5PX	r2-ch16m.out	11481	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16m.py	1aQImPlU8boIJpBjPdkonL9AGEwdt2HXW	r2-ch16m.py	15438	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16n.out	1m3nmqE8U2Rhlq8YvbEuSdfegttqYXY3w	r2-ch16n.out	19953	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16n.py	1YlMajLTcZUrs2uYAyc3_brFWC6dmZsOG	r2-ch16n.py	15533	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16o.out	15VSOJYFc8Fkwz_Y23pKyL3fmElzonnrS	r2-ch16o.out	10828	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16o.py	1WlY3hX_35De2yY6KqWaoe5-cnk3LjsDw	r2-ch16o.py	16242	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16p.out	1N1jEK1z5H1fkLMTBrKlsHj1d8Ru_wLyc	r2-ch16p.out	31464	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16p.py	1qXF7_xZNLCMcY-e1dQI_imnIPr3bSujl	r2-ch16p.py	19134	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16q.out	16BPJ5V2IVFIJfLbmT4yzQGsuA3cSnVxm	r2-ch16q.out	14494	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16q.py	1W6XvbEaYwe37qLuD7ZH6z7NFHd3VG488	r2-ch16q.py	19180	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16r.out	1SRS_g94dRKzR5aqh8yvnDMXCE4oQ4q_-	r2-ch16r.out	39054	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16r.py	1GqgdmiKtcWYVi_NBRcjDAYo2TBLfjwaQ	r2-ch16r.py	13585	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16s.out	1nabeOrN6H8rfRUuvktF8ThwdNQkiykc7	r2-ch16s.out	13110	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16s.py	1jQuQ7_aOwqPmVXWNxOtWCznovvbGSmaX	r2-ch16s.py	10902	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16t.out	1Tl3R61zVGFjvFTjXia-pUobj66eU85rC	r2-ch16t.out	17666	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16t.py	1Yvq13NYoKgZOBhRR9nhgbphgJWNlgfv5	r2-ch16t.py	12215	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16u.out	1xw6cdOBGBM92LVDKRTE8qGo13cFIm3xB	r2-ch16u.out	15292	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16u.py	1gAiWuulfJtMXpIqHBGCJFgHz6zYUad46	r2-ch16u.py	12078	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16v.out	1pO6ZCP8Wr0y9-Q9HNLNzUO6H4AnLe2hb	r2-ch16v.out	9486	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16v.py	1B0BMhGGCxQ7SJS8kPXXUdMh6DMzh-oqg	r2-ch16v.py	12471	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16w.out	1yMuASXsSu6XKE6dHiNBkk_JM64JjM9qN	r2-ch16w.out	22951	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16w.py	1OFweKn4Y9hqdPykxAC-gm5fOzmhguDC9	r2-ch16w.py	19151	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16x.out	1Qozcv5wZM8-D9oBNkObRYIthq_xAYO6K	r2-ch16x.out	11228	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16x.py	1O7Bro68h9HMCcdmYRpRLeq0D56TFvAhx	r2-ch16x.py	11710	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16y.out	1xGbcVfVS242xHyWWE4jSky1Op8VwXuT0	r2-ch16y.out	15307	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16y.py	1LmVC212O63Q0AvZe6NTlHNf4Y-Nq6MiJ	r2-ch16y.py	21740	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16z.out	1Mt4mYTFwLq_tDqV-1lw4SdhY0w1A41Wq	r2-ch16z.out	18831	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch16z.py	1y18IUs5cXTnTM6TZW8ZBRUdP51PFSNrH	r2-ch16z.py	17541	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch17a.out	1tCEsVZvKZ0X_CuteT1BT1ZDoWDEwmd_x	r2-ch17a.out	9917	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch17a.py	1OTWi-WZ1YsOFGbsrmuC87z9oye41xoGs	r2-ch17a.py	13778	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch17b.out	1KtQ3Sj_wmAUvnaavf2LwonlFrJTet-ok	r2-ch17b.out	11834	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch17b.py	1mFYt3IJtOK70FgBVsKvfDBTIwbNAUcHV	r2-ch17b.py	10535	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch17c.out	1_dS3JMWVre3WVDxDoU8akCKCdJrVtV_f	r2-ch17c.out	21091	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch17c.py	15JE1CO0yGngrAmV7DcdPQB7hAJ9WPEc0	r2-ch17c.py	22444	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch17d.out	1uxZvxuX-qvAMrI4K6T9hF0-xKLvjFuxh	r2-ch17d.out	12732	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch17d.py	1YyUcI2dsp921MUR0BHMigWbEGFm6m_yx	r2-ch17d.py	12079	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch17e.out	1MqnRP73tkcraPxyYfzl8BQhYMQ21QJZE	r2-ch17e.out	12178	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch17e.py	1cVr5MmVjR4pqczZLuawv1xAyjSZZe0zY	r2-ch17e.py	16718	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch17f.out	1If5di_ODibOM7ars-_EkGjzJgSRrZYmv	r2-ch17f.out	7740	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch17f.py	1HNPaquixBYifnN0OpoqCV1Sk435zAL9B	r2-ch17f.py	11361	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch18a.out	1_SOvVSGtCE367nEuHiu8Ig6iSu1yN33z	r2-ch18a.out	20364	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch18a.py	16aNuBijwSxbKvEyKm2YuEFLC265Iym3G	r2-ch18a.py	29678	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch18b.out	1XoS9Wv_NBMkqx_Wy3ClRGwEyrTLITS9P	r2-ch18b.out	9256	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch18b.py	1jaKlJ_q-1AHyK0j05Sf8wZs-cLib64wV	r2-ch18b.py	9786	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch19a.out	1kA-FWbsdDUS1dqLhG3ndkB7LGME8TaOZ	r2-ch19a.out	21844	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch19a.py	1MeXnKzO5YaF5I_eLH37gQtAo-Ap6xX4j	r2-ch19a.py	27521	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch19b.out	1ZzCynSmjFP3ixE3kKXGpZRutt2p_ibhO	r2-ch19b.out	23097	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch19b.py	1Kf-l8a_wQUSHVkE05GYiS0IT7hPO0lET	r2-ch19b.py	14688	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch2.py	1EP4n7pkDXHoNk0jEbx6bLnkxWaf3cn0c	r2-ch2.py	2712	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch20a.out	1w3BE-EfkFJfd6-E3jYopmsq_b-vw5fU7	r2-ch20a.out	25571	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch20a.py	1fym1mVvvNuE4-U-tF5Awzy0_Oe_gcivy	r2-ch20a.py	27247	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch20b.out	15e945bw2Pya1c1TiyRMA1HIMAVCjyciT	r2-ch20b.out	10530	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch20b.py	1p_AUui_ufGftmVk32rBiSkbTVxUklQE0	r2-ch20b.py	14608	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch21a.out	13mPGnEtXZxMqQHShU4P2fCDBAnNBrhR8	r2-ch21a.out	26331	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch21a.py	1--r655nhB0xtJP-Bot6tkWQdIcTWqSXr	r2-ch21a.py	18582	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch21b.out	16gFEXaUJnUnRqr_SfBl_hcFUopvQyqP_	r2-ch21b.out	12052	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch21b.py	1-sEXJJRCKNpwKQ-gjny3sttzPw8EnnfT	r2-ch21b.py	8826	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch22a.out	19ug4n22P2FVpryttuVgkmAEhbiNQSre4	r2-ch22a.out	4737	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch22a.py	1rK_QJNWjO7FK_-ErWdNcWMy-ZkM2M9t0	r2-ch22a.py	12106	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch22b.out	1XPOGLmqmQO1bK8bBXS7W_44QnAUXRXgZ	r2-ch22b.out	7963	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch22b.py	18lnL4ZsYe6pQAuimA46UYpGoduFxDpef	r2-ch22b.py	10122	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch23a.out	1F6suz9yOeDXf8l6rU8ehbrshxBhIRljY	r2-ch23a.out	9970	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch23a.py	1vYjzc8FudRmHk7qxQ-4tu3cp3xKNzYkW	r2-ch23a.py	19325	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch23b.out	1t9opCjWVtIQb5_jLLAZKno17aMmvcTNI	r2-ch23b.out	17355	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch23b.py	1lgQWjc8QY42kJly3YuNwbpqxLBzrdUik	r2-ch23b.py	13955	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch24a.out	1H1NR3JOu8f4lFlxmJ18ONTr2cZOj5vLX	r2-ch24a.out	11806	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch24a.py	1vGW4ZHba3MQLSLQwyBzOqL0DzPIMBN_r	r2-ch24a.py	18647	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch24b.out	1eYrMvbpAlhLJoveKYl3q0G_6mKfNTZDO	r2-ch24b.out	29490	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch24b.py	1CNLKodv2ARSjbG7ljN01lZ5D4eQr8izn	r2-ch24b.py	13638	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch25a.out	1ZAVgkyH7mTTO4iGTlg0zgjf2RMbzVVfZ	r2-ch25a.out	12009	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch25a.py	1np1DZ7WAC8pUpWEE9P_2iNerVp6XZVqX	r2-ch25a.py	18313	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch25b.out	1YxtqKlxRDmDW2y9WGet0myLC7SeAN6C4	r2-ch25b.out	20682	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch25b.py	175v4slmTTMrfpKAyF0RH2Ix-YezZWV2u	r2-ch25b.py	14694	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch26a.out	186YSMeSwBEaVLU1AaYZfPKDe3YH2D17t	r2-ch26a.out	13321	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch26a.py	1CXZJAAHiK19NPU0stk9F81aiiXyTfJ37	r2-ch26a.py	12464	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch26b.out	13LdBJGeoaMeegWZfnn76Ma73RQbW7xoD	r2-ch26b.out	13135	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch26b.py	15F2bP2NTseJns5PPo2UaVpQlFBF6AOC0	r2-ch26b.py	16958	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch27a.out	1sVXYDHqkhBaPsysLTiRnmNn-QRaEfhaa	r2-ch27a.out	19325	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch27a.py	19Py34XHefJdGlHLr5Wh1ZEM_XKYSChpK	r2-ch27a.py	27415	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch27b.out	1jg2qd2xBwjCKU4VjqbRf7UY06IS8hfBf	r2-ch27b.out	11973	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch27b.py	1G44P8KXc64ViI8enZzsj7D9Cf4KPHYQv	r2-ch27b.py	13345	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch28a.out	1twQaKYshdwGXN-QiJunDvpMYVSMxlhpG	r2-ch28a.out	27613	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch28a.py	1IXBiieu9kYhJCuz0V6r6MKxAEp7yaoGm	r2-ch28a.py	20471	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch28b.out	1tyVi0r2wtJFgDKf50xxnAY1DI1hdpQah	r2-ch28b.out	25818	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch28b.py	1_MzYdajblxRWsCSMNbYxC2qVpaoDgzFV	r2-ch28b.py	18874	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch3.py	1g2nqEalh9cuFsOqWnAK5xjXQgYQwT_SY	r2-ch3.py	8140	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch34re.out	1qQEQtTOigg7TXrCnC8IdZvArIa22fYDB	r2-ch34re.out	20928	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch34re.py	1n5hQakj_z5IAhzRyF4gjCrNeQWgl_QEP	r2-ch34re.py	28981	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch6.py	1JbHHQ0dlEqBkwAN25ftbplScHVx17pnm	r2-ch6.py	7411	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch7.py	1IflkLS25ALDEBzlJBK-ta8bfGCsXQOnQ	r2-ch7.py	3733	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch8.py	1VSz5CRl6S3UsMO6F2Mlo5K-ASl_L7kt9	r2-ch8.py	8309	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-ch9.py	1a1OSDG8nRNhmEdfnfVc2trio5MKyTYhZ	r2-ch9.py	5419	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-lw1.out	1NuuTteqKnHZFfPzkugjtrAjChrxt4VIY	r2-lw1.out	5606	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-lw1.py	1-BPE-ynSQ_gV6yFmxSPNwRYjOZWGV1I5	r2-lw1.py	8975	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-scf.out	1UOcUfPnIyh4INCn1sFxg7uXTnOwbHKcG	r2-scf.out	29474	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-scf.py	10HsyLGR8zTXAp0qruPoV4jnnFCNyFvoL	r2-scf.py	19583	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-tb1.out	1xW8qttF3WxKP4bKeOGyi6oJ02Bz1_bdl	r2-tb1.out	10827	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-tb1.py	1vgrU-ZFqPp06mGpWaIESyQ9dlGQR6QzO	r2-tb1.py	14072	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-tools-constants.out	1So75theprr5L8uDhr4u5i4mVZjzboKqv	r2-tools-constants.out	1032	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-tools.py	16zYAQwPcGXxm40cv3298O3B9ZLUK5Q9Y	r2-tools.py	6529	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-warn.out	1VPflKVfgtdanfaD-W-4hDPb_54L9fVRK	r2-warn.out	38680	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2-warn.py	1HedPEnVBAkf1iX5EyBW8pR6idgRcdigZ	r2-warn.py	13763	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r2lib.py	1H45Dp_H6eIV1QsGM0dfCuccgAlLg8G8w	r2lib.py	21022	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r3-wl.out	1VFTvSahYC3XbQX5HyjOu8nZ9RVezd67q	r3-wl.out	3638	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/r3-wl.py	1gVNi1V-6D3DcgSa0z7D7Gjz2ZgR73KVt	r3-wl.py	15100	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/rclose.py	1z5k1LyHvQ_xCBdKIbAFZLnLuzSP0G97I	rclose.py	1728	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/register_cites.py	1Z2Jso1rqqCpow8KG-ckOmV_afoaR5ad3	register_cites.py	2403	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/ruled_bracket.py	1FdA-_Jk7749OSq5FWzKmzflhOZrGMQ-q	ruled_bracket.py	2721	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/run489.py	1rxR574taA273Gj28kYcYjxIT1dsGW_rq	run489.py	4611	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/run489_45.json	1MZUWCwo5q-IK_sRs0VBiuF0w36fZ_pR1	run489_45.json	8365	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/run489_anomalies.json	1mNWIoZ8t2I98Wtcz6djNybry7qqD52v7	run489_anomalies.json	18496	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/run489_final.json	1wUKy2RZcY9C1P-uvj5ijoLZCkIv6KUQh	run489_final.json	22410	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/spectra_count.py	1M5eBsko_TDYEGa6Ip2aiAW3PYpaHtaHX	spectra_count.py	1266	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/split.py	10Vxkb6xfPNgaagQ_daC8czNvvQEOktEu	split.py	2956	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/tb_audit.py	1NkqH_nHcIe-AedUImuVWkJFpoZIxVtFr	tb_audit.py	3443	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/tower-2.out	1AMc75NdSZ2jhjnZZAPRx3zdqrmduLzmS	tower-2.out	85	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/tower-2.py	1gPDuiH3-wmkV376XYWFEfj5_7Av2tSfU	tower-2.py	1213	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/trueres.py	19BQ4QCbjJ_9_yKN9nG4YxfgaMTjHgllM	trueres.py	1508	subfolder never walked by the original mirror	not yet transferred
The Method Materials/CORPUS/verify.py	1-IRvIsb_rD_7jqA78b28MH80C5zu_jpR	verify.py	1598	subfolder never walked by the original mirror	not yet transferred
The Method Materials/Claude Chats/conversations.json	1HDX_rVzgr_JYFylw5MhwFPGumLLj-lsc	conversations.json	388264753	subfolder never walked by the original mirror	exceeds GitHub's 100 MB per-file limit; needs Git LFS or external storage
The Method Materials/Claude Chats/conversations__1S4_14PIRBPs39v0tetd98RHiU3JcEkaQ.json	1S4_14PIRBPs39v0tetd98RHiU3JcEkaQ	conversations.json	388264753	subfolder never walked by the original mirror	exceeds GitHub's 100 MB per-file limit; needs Git LFS or external storage
The Method Materials/Claude Memories/b44b80ef-cbad-492a-8346-4f16631749fd.json	1cppac7EJr09oPAqteeL6k3ADCCCHByQ8	b44b80ef-cbad-492a-8346-4f16631749fd.json	77708	subfolder never walked by the original mirror	not yet transferred
The Method Materials/Claude Metadata/login_history.json	1nBaVgDloymZBol_SDGu3NA50Mw4-J-77	login_history.json	1218	subfolder never walked by the original mirror	held back: Claude account records (login IPs / user identity) - mirror only on an explicit decision
The Method Materials/Claude Metadata/users.json	1QehWgLn3--1uVCnWPxFr-ZYjpmAxnMek	users.json	142	subfolder never walked by the original mirror	held back: Claude account records (login IPs / user identity) - mirror only on an explicit decision
The Method Materials/Claude Projects/019fa103-63c3-76c1-866c-db3ac181ccbd.json	15BwmlKoYpp-IGDV-Spi3sNF9RoarbL-F	019fa103-63c3-76c1-866c-db3ac181ccbd.json	342	subfolder never walked by the original mirror	not yet transferred
The Method Materials/Claude Projects/019fb976-90a6-71ba-b0f5-e2951677c527.json	1iAuTX74NSgDIW2IfOj_K0YXMVluB7xyb	019fb976-90a6-71ba-b0f5-e2951677c527.json	15147010	subfolder never walked by the original mirror	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/Claude Projects/019fb977-df47-73ed-a16e-943c1591c491.json	19JqWBsSxWlr9R0cx-dXg9vfy0vbCVuBg	019fb977-df47-73ed-a16e-943c1591c491.json	63392	subfolder never walked by the original mirror	not yet transferred
The Method Materials/Claude Projects/019fb978-342e-7685-92fb-ee703ff525a2.json	1bRgpRBETpaK_ITnkxDOQ6FOEdiWQJu4I	019fb978-342e-7685-92fb-ee703ff525a2.json	359	subfolder never walked by the original mirror	not yet transferred
The Method Materials/Claude Projects/019fbe48-e641-747a-ad1e-0e9216d51299.json	1VJS5m9_2VJQUt7KLb3Qdke709q8Xw0Tl	019fbe48-e641-747a-ad1e-0e9216d51299.json	359	subfolder never walked by the original mirror	not yet transferred
The Method Materials/Claude Projects/019fc4e4-6f5a-7024-be34-d918a737f57e.json	1FKwBci4z-0IxUDcWRkqpAsTgACT87TlJ	019fc4e4-6f5a-7024-be34-d918a737f57e.json	354	subfolder never walked by the original mirror	not yet transferred
The Method Materials/Claude Projects/01a007df-8496-7003-8ea0-3fc05f77c7bd.json	1kqb7JIqJrwE1_7uEfdWtSITu_htvnbEN	01a007df-8496-7003-8ea0-3fc05f77c7bd.json	13656478	subfolder never walked by the original mirror	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/Claude Projects/01a00c16-a815-7288-b7a8-a8f3d3e57f8f.json	1NcoWx8JHN4V9vGTgIgqm5G8XakIyDE94	01a00c16-a815-7288-b7a8-a8f3d3e57f8f.json	14401583	subfolder never walked by the original mirror	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/Claude Projects/01a0304c-4659-7248-b5e1-bba7bdeea529.json	1-Ejef96YqQEKfjOmZCgOnYV6t25aKsao	01a0304c-4659-7248-b5e1-bba7bdeea529.json	2410179	subfolder never walked by the original mirror	not yet transferred
The Method Materials/HANDOFF-100.md	1phZ0ELgRX-bWC7AlwtOMSGIeY1OJDu43	HANDOFF-100.md	20161	added to Drive after the mirror ran	not yet transferred
The Method Materials/HANDOFF-101.md	1iS6LSwhjOQYXdlqnAsVU2hCn2k0VeO3u	HANDOFF-101.md	23110	added to Drive after the mirror ran	not yet transferred
The Method Materials/HANDOFF-102.md	1Iozrgz5-m9cs2_fw86g3LKs8BloVpWpx	HANDOFF-102.md	31160	added to Drive after the mirror ran	not yet transferred
The Method Materials/HANDOFF-98.md	1gfIcdgI6MDh7RO3AsIkVRLb-P0iIgArY	HANDOFF-98.md	17443	added to Drive after the mirror ran	not yet transferred
The Method Materials/HANDOFF-99.md	1VSX9njHA7U_aoyGiU4aY9MIbhEBQrWXI	HANDOFF-99.md	19688	added to Drive after the mirror ran	not yet transferred
The Method Materials/LOWDIN-DELIVERY-1/The_Method_1_6_BUILD150_compendia_papers_audits.md	1NhVadQdQMgkQkVuu35XYvBn3_nzI1f2b	The_Method_1_6_BUILD150_compendia_papers_audits.md	6936484	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/LOWDIN-DELIVERY-1/The_Method_1_6_BUILD151_compendia_papers_audits.md	1vM8ae2O_VQoOmYErHR5rkecNw3CidzhF	The_Method_1_6_BUILD151_compendia_papers_audits.md	7035309	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/LOWDIN-DELIVERY-1/The_Method_1_6_BUILD152_compendia_papers_audits.md	1bqJKU99xHJVWp7n6xcQq5qG_sfxodWcU	The_Method_1_6_BUILD152_compendia_papers_audits.md	7146099	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/LOWDIN-DELIVERY-1/The_Method_1_6_BUILD153_compendia_papers_audits.md	1OD5F8Pjxf663liTMICZgJ6Yy8VutWqRT	The_Method_1_6_BUILD153_compendia_papers_audits.md	7218771	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/LOWDIN-DELIVERY-1/The_Method_1_6_BUILD154_compendia_papers_audits.md	1gpbHJCjiTrhgdcFxuHPXLUgZg4uApPZH	The_Method_1_6_BUILD154_compendia_papers_audits.md	7295512	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
