bundle	name	bytes	md5	lines
compendia	r2-ch17c.py	22444	b2c4b233437c8dc4c2e1597bd0401e24	212
compendia	r2-ch17d.out	12732	1d383e3a30080064ffdccd025410bd2a	136
compendia	r2-ch17d.py	12079	f277fc45ad42e63d9aaeeb014d504f48	120
compendia	r2-ch17e.out	12178	d869dccee1825d474cf3eb7c9a160081	104
compendia	r2-ch17e.py	16718	34282b3ec943555464afe74bc2ba32f2	136
compendia	r2-ch17e2.out	12178	39f830e239113d858425e1ced72120f6	104
compendia	r2-ch17e2.py	18105	a5a220a435b7d9e44f8a9076e7f2de0d	150
compendia	r2-ch17f.out	7740	6daf47c50f4fa1f5d742303c31a89b7f	69
compendia	r2-ch17f.py	11361	9279e3276232f3199dd5ba76c740e6fd	104
compendia	r2-ch18a.out	20364	d5b741a9c2d3e6ebcda0b9117808d64f	166
compendia	r2-ch18a.py	29678	7ff90d81589ae5a48a5eea4380cc50c7	250
compendia	r2-ch18b.out	9256	0d29a486695fcb7a533ef40cfc4f3e3f	70
compendia	r2-ch18b.py	9786	846485e12a53c6c01090327aad065b15	82
compendia	r2-ch19a.out	21844	730a231cc7d1a263b3cf3c0c4c8f39a8	156
compendia	r2-ch19a.py	27521	7414bdafd376ba5ebac0c3a3817d125b	228
compendia	r2-ch19b.out	23097	9ebdb9d15f6acbf3b31bf6ac71b221d1	178
compendia	r2-ch19b.py	14688	b2044d751378072f8d0315374029f9df	107
compendia	r2-ch2.py	2712	64145381de3468efcafdbb1f38fdf94d	37
compendia	r2-ch20a.out	25571	ac451215b629390590173edc88152c18	180
compendia	r2-ch20a.py	27247	40f75d24ab2c930991be1b02323dcf32	225
compendia	r2-ch20b.out	10530	ef7818f499102c25b51e76239c9c22f3	93
compendia	r2-ch20b.py	14608	87b0f700bf073dca766d6cde0ef308d3	109
compendia	r2-ch21a.out	26346	7244a02215e51b0ad7d537a83cf6c11d	178
compendia	r2-ch21a.py	18582	72dd8300ec05c3c02ff7376774add3d3	187
compendia	r2-ch21b.out	12052	aee2c49fad34add53fd0f9c581d4df20	117
compendia	r2-ch21b.py	8826	7e0b8578f2260ade998e99bb2e257c77	69
compendia	r2-ch22a.out	4737	c4b8126368beef48475de5d8b455c4b8	43
compendia	r2-ch22a.py	12106	a96e3451a0306047016134bb8fe914d5	137
compendia	r2-ch22a2.out	4737	e680bcd085c58552055cda4ae39c3923	43
compendia	r2-ch22a2.py	12563	10173e7fb9b535fe109db643589dc190	144
compendia	r2-ch22b.out	7963	9a41ed042d0b0b4f11d4a323cb9562cb	78
compendia	r2-ch22b.py	10122	1647fde8dfa22d7cc4fbf1a05d906f37	97
compendia	r2-ch23a.out	9970	76775e080d1c25f09a594e8b5a92e1fc	81
compendia	r2-ch23a.py	19325	98df78713fccb763bc8ac644ad3654d6	182
compendia	r2-ch23b.out	17355	1640051160ad27cd6699ff66a1bff399	161
compendia	r2-ch23b.py	13955	566d607fe674f6fb7d608356d266429f	113
compendia	r2-ch24a.out	11806	33949899b8c05474b4186ba2b14f397d	97
compendia	r2-ch24a.py	18647	e99168023a658d8d721227c66eb728ec	172
compendia	r2-ch24b.out	29490	78620065fe8647900411d7d3497eaee4	322
compendia	r2-ch24b.py	13638	685d072f7c8449d844dd062a65e30fe5	126
compendia	r2-ch25a.out	12009	9c68ffc6ee2f49e88b8e72fa0e572aa6	90
compendia	r2-ch25a.py	18313	3950aa6a5e409e7612d1e293304a1bb8	177
compendia	r2-ch25b.out	20682	acf7ca5abd2fc5b8e96152cab3f5e057	175
compendia	r2-ch25b.py	14694	eb1442d5984d660e7c894241ff34004d	138
compendia	r2-ch26a.out	13321	ace17ce43c8a1aae9788fdd94146bffb	113
compendia	r2-ch26a.py	12464	91c664d4f1a9de951eeb791452cbcd07	153
compendia	r2-ch26b.out	13135	68e215433eb88f711551e72650337331	112
compendia	r2-ch26b.py	16958	0befc4c187b8b3353c2a137dab16352b	135
compendia	r2-ch27a.out	19325	09865804eb88a3fafdd82098a78f666f	169
compendia	r2-ch27a.py	27415	17aa0bcaa17f60a2709b73862d1b4841	255
compendia	r2-ch27b.out	11973	cf3d9d819f394ec4240e9fe46e83c92d	95
compendia	r2-ch27b.py	13345	a0f817be782095b921ccf3c3b1d1b465	109
compendia	r2-ch28a.out	27613	e9b25d8f62d770970570c8dbf315190b	222
compendia	r2-ch28a.py	20471	010ea4c627fc75e8a04eed8a74cad459	182
compendia	r2-ch28b.out	25818	02d9c05899ca67e0d6ba0231973a1dee	170
compendia	r2-ch28b.py	18874	2e8d1a1a5e556f423989e4141b6fac9d	139
compendia	r2-ch3.py	8140	3557dc8e0d79a6448c35ea1cf144b202	125
compendia	r2-ch34re.out	20928	e7698bfbcd8bbe169ec9df23657ed9a1	250
compendia	r2-ch34re.py	28981	216d12f7a691447133b5ac18f94f2277	309
compendia	r2-ch6.py	7411	ac48e9ce30d629e2d70230948dea7ae8	83
compendia	r2-ch7.py	3733	c5bc647be5dea7fc94ed1736e0da84ae	65
compendia	r2-ch8.py	8309	92396fe91ab4e9874bd60b332f853ef1	133
compendia	r2-ch9.py	5419	008913380bfe6386bdc3748489723b70	92
compendia	r2-lw1.out	5606	94ce22466b45d2e85cbf0d5e8929d84f	65
compendia	r2-lw1.py	8975	5face9ff9c210979addca70f6461ee83	107
compendia	r2-reg10a.out	3723	8addb4f54610ddcbad133e650e48431c	59
compendia	r2-reg10a.py	5400	f86ba71b04e9c662db41f0ef244cedbb	103
compendia	r2-reg11a.out	5218	34670d236611df8442c1a86bb92f4918	84
compendia	r2-reg11a.py	6031	ef829b5eb50f709ea8c4f71f0ea408cf	110
compendia	r2-reg12.out	4606	99fb4f7ee3cfddc8a46749031bfc79c3	74
compendia	r2-reg12.py	8219	49356b3a01422e07dcc65af1e63359b0	143
compendia	r2-reg1a.out	9189	ce5cd6073c2ae167c606e26740fc98a4	114
compendia	r2-reg1a.py	10846	4c20849d88e96fb83a33bf0495bfa415	180
compendia	r2-reg2a.out	6885	5fe0328224837535e17b34dcb8fa90f0	105
compendia	r2-reg2a.py	10939	fdc7e85c932947d48084a24abd4b1977	186
compendia	r2-reg3a.out	4028	9c3de31e24cb7ea7a2aa4286c40f73c2	61
compendia	r2-reg3a.py	7714	73d6e174948256f00f7ab83c79474ba6	130
compendia	r2-reg4a.out	4828	879f94b7a0c742152f1701127415d3ae	74
compendia	r2-reg4a.py	8572	bf5ca63d92c5d575601861225ab2e821	144
compendia	r2-reg5a.out	3839	ea3162d9ecbe2dba238f61baa81f4c2f	61
compendia	r2-reg5a.py	7332	7c6a809d11864bedc0c61a1a7edf94f4	123
compendia	r2-reg6a.out	3991	e0f6ea79badeee25ef0c1ff66b0debb5	64
compendia	r2-reg6a.py	8046	d4e76cd573721ac4923596f8a2e8b283	127
compendia	r2-reg7a.out	4023	6ed594d1985bbdea0150722670fd55a6	59
compendia	r2-reg7a.py	6751	659b80fb83768464947cc7e376f75bfc	111
compendia	r2-reg8a.out	5155	3a1bbafb53f0e0404369dec700da8114	64
compendia	r2-reg8a.py	7244	80b7def8bef9f863848c8afac0fa693f	121
compendia	r2-reg9a.out	2922	79e89feb0860c04b258f0d5b9c8abadb	52
compendia	r2-reg9a.py	6194	15c2fb53562979245039c9a0fda5cfb1	109
compendia	r2-regsweep.out	4641	d23a87ed1143ef3442ff0d60e7c1b858	85
compendia	r2-regsweep.py	10087	c8f400118dbe57bcf8914d37e9522fe6	163
compendia	r2-scf.out	29475	91daacfd5d5e8f61612ab0a8332a9d17	319
compendia	r2-scf.py	19583	70292ea5151a9fe086aab6639529a3d7	220
compendia	r2-tb1.out	10827	7f79293d9c4f790eae0da949ee9c493a	120
compendia	r2-tb1.py	14072	a97e9548c5aa4adf885682ed76fc299d	145
compendia	r2-tools-constants.out	1032	ad0ca7bcc803f3e7a2858c4b40f7e5fd	14
compendia	r2-tools.py	6529	4702f5f937087b1e806e4bc78b17f3c3	98
compendia	r2-warn.out	38680	681bc359e92df1f982d29577443fc5fd	266
compendia	r2-warn.py	13763	228d883a25bfce317cd8a8bd9abd5c2d	185
compendia	r2lib.py	21022	580d2ea2e43c2ddf78018afcba2f7de7	453
compendia	r3-arith-01.py	10030	3a4385d819ff24f3fe4c48e43d0e22f4	154
compendia	r3-em.out	2387	2cda9692699a3c8fdb855f1f81d1e15a	40
compendia	r3-em.py	6678	04d782126f4d18cff4790e7bbf586dbb	121
compendia	r3-wl.out	3638	1bb27e471f8429e4d6e759f528c838f1	31
compendia	r3-wl.py	15100	791f540520bc9f48eaed81830996fa1e	184
compendia	r3-wl2.py	12959	ce0ed8792717932db00b7920036e558e	192
compendia	rclose.py	1728	707a1061b4fede0b94e288d569dc9f0e	41
compendia	register_cites.py	2403	c38ad7ee009b9df571c143261b43e9d9	46
compendia	register_counts.py	9691	6152fd7146e4159128eaae0fb71af598	209
compendia	ruled_bracket.py	2721	af39145dee35a8da3c96d52d665d9159	58
compendia	run489.py	4611	55356e24f309250ab69272ea61c9fa14	87
compendia	run489_45.json	8365	337f720d4e2525d0b8c010d334f6d482	1199
compendia	run489_anomalies.json	18496	a019f825faf5305e14f8b0a566327409	1
compendia	run489_final.json	22410	e45a87646723ce0a3b84865c2b01c7d7	1
compendia	shiftcheck.py	9613	a568607e9ba9e6d399b37194640b2bb0	203
compendia	spectra_count.py	1266	3f2c705950f52b88c6dc5e22b74ec0d2	18
compendia	split.py	2956	525a169a46588cbbdb3254c6d5ae48d4	83
compendia	tb_audit.py	3443	4021ebf8daa9ea6b8e25a82c715a9260	56
compendia	tower-2.out	85	433e8fb54120d1aac5e98af2f257080f	6
compendia	tower-2.py	1213	c0bce27abe23ad939d297ac1022a01d7	30
compendia	trueres.py	1508	c3cf804ad06ef4e0ca64bcf45c67a83c	22
