Z	charge	l	mult	delta	spread	term	parent	language	n_lo	n_hi	members	limit	limit_label	limit_status	delta_status	span	cell_exists	delta_mean	delta_asym	R_status	file
23	3	2	0			e 4D	3F	unresolved	4	4	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	2	0			e 4G	3F	unresolved	4	4	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	2	0			e 4H	3F	unresolved	4	4	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	2	0			e 4P	3F	unresolved	4	4	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	2	0			f 4F	3F	unresolved	4	4	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	2	0			f 4G	3F	unresolved	5	5	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	2	0			f 4H	3F	unresolved	5	5	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	2	0			g 2H	3F	unresolved	5	5	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	2	0			g 4G	3F	unresolved	5	5	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	2	0			i 2G	3F	unresolved	5	5	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	2	0			i 4F	3F	unresolved	5	5	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	3	2			2F*	3F	LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	3	2			2G*	3F	LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	3	2			2H*	3F	LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	3	2			2I*	3F	LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	3	4			4D*	3F	LS	4	4	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	3	4			4F*	3F	LS	4	4	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	3	4			4G*	3F	LS	4	4	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	3	4			4H*	3F	LS	4	4	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	3	3	4			4I*	3F	LS	4	5	0			no limit published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/VIII.tsv
23	4	0	1			1D		LS	4	6	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	0	3			3D		LS	4	6	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	1	1			1D*		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	1	1			1F*		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	1	1			1P*		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	1	3			3D*		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	1	3			3F*		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	1	3			3P*		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	2	1			1D		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	2	1			1F		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	2	1			1G		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	2	1			1P		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	2	1			1S		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	2	3			3D		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	2	3			3F		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	2	3			3G		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	2	3			3P		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	2	3			3S		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	3	1			1D*		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	3	1			1F*		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	3	1			1G*		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	3	1			1H*		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	3	3			3D*		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	3	3			3F*		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	3	3			3G*		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	3	3			3H*		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	4	3	3			3P*		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VIV.tsv
23	5	0	2			2D*	3D*	LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VV.tsv
23	5	0	2			2F*	1F*	LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VV.tsv
23	5	0	2			2F*	3F*	LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VV.tsv
23	5	0	2			2S		LS	4	8	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VV.tsv
23	5	1	2			2P*		LS	4	7	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VV.tsv
23	5	2	2			2D		LS	3	7	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VV.tsv
23	5	3	2			2F*		LS	4	9	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VV.tsv
23	5	4	2			2G		LS	5	9	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VV.tsv
23	5	5	2			2H*		LS	6	9	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VV.tsv
23	5	6	2			2I		LS	7	9	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VV.tsv
23	5	7	2			2K*		LS	9	9	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VV.tsv
23	6	1	1			1D		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	1	1			1P		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	1	1			1P*		LS	4	8	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	1	1			1S		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	1	3			3D		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	1	3			3P		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	1	3			3P*		LS	4	5	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	1	3			3S		LS	4	4	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	2	1			1D		LS	3	3	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	2	1			1D*	2P*	LS	3	3	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	2	1			1F*	2P*	LS	3	3	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	2	1			1P*	2P*	LS	3	3	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	2	3			3D		LS	3	3	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	2	3			3D*	2P*	LS	3	3	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	2	3			3F*	2P*	LS	3	3	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
23	6	2	3			3P*	2P*	LS	3	3	0			no limit published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/VVI.tsv
24	3	0	1			1D	2D1	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	1			1D	2D2	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	1			1F	2F	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	1			1G	2G	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	1			1H	2H	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	1			1P	2P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	3			3D	2D1	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	3			3D	2D2	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	3			3F	2F	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	3	1.71659	0.05271	3F	4F	LS	4	5	6	249700.0	Cr_IV_(3d3_4F<3/2>)	parent-matched	usable	series	yes	1.71436	1.69957	RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	3			3G	2G	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	3			3H	2H	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	3			3P	2P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	3			3P	4P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	5	1.75221	0.06510	5F	4F	LS	4	5	10	249700.0	Cr_IV_(3d3_4F<3/2>)	parent-matched	usable	series	no	1.75009	1.73059	RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	0	5			5P	4P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	0			*	2D2	unresolved	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	0			*	2P	unresolved	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1D*	2D1	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1D*	2D2	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1D*	2F	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1D*	2P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1F*	2D1	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1F*	2D2	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1F*	2F	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1F*	2G	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1G*	2F	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1G*	2G	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1G*	2H	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1H*	2G	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1H*	2H	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1I*	2H	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1P*	2D1	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1P*	2D2	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	1			1P*	2P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3D*	2D1	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3D*	2D2	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3D*	2F	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3D*	2P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3	1.45425	0.00507	3D*	4F	LS	4	4	3	249700.0	Cr_IV_(3d3_4F<3/2>)	parent-matched	usable	single-n	yes	1.45384	1.45616	RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3D*	4P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3F*	2D1	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3F*	2D2	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3F*	2F	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3F*	2G	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3	1.41634	0.00573	3F*	4F	LS	4	4	3	249700.0	Cr_IV_(3d3_4F<3/2>)	parent-matched	usable	single-n	yes	1.41618	1.41897	RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3G*	2F	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3G*	2G	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3G*	2H	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3	1.43059	0.00499	3G*	4F	LS	4	4	3	249700.0	Cr_IV_(3d3_4F<3/2>)	parent-matched	usable	single-n	yes	1.43041	1.43281	RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3H*	2G	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3H*	2H	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3I*	2H	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3P*	2D1	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3P*	2D2	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3P*	2P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3P*	4P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3S*	2P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	3			3S*	4P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	5	1.45869	0.00336	5D*	4F	LS	4	4	5	249700.0	Cr_IV_(3d3_4F<3/2>)	parent-matched	usable	single-n	no	1.45814	1.45935	RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	5			5D*	4P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	5	1.45580	0.01223	5F*	4F	LS	4	4	5	249700.0	Cr_IV_(3d3_4F<3/2>)	parent-matched	usable	single-n	no	1.45740	1.46386	RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	5	1.47838	0.01252	5G*	4F	LS	4	4	5	249700.0	Cr_IV_(3d3_4F<3/2>)	parent-matched	usable	single-n	no	1.47772	1.48332	RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	5			5P*	4P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	1	5			5S*	4P	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	2	3	0.70841	0.00289	3F	4F	LS	4	4	2	249700.0	Cr_IV_(3d3_4F<3/2>)	parent-matched	usable	single-n	yes	0.70841	0.70986	RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	2	3	0.71361	0.00676	3G	4F	LS	4	4	2	249700.0	Cr_IV_(3d3_4F<3/2>)	parent-matched	usable	single-n	yes	0.71361	0.71699	RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	2	3			3I	2H	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	3	2	5	0.79895	0.01570	5H	4F	LS	4	4	5	249700.0	Cr_IV_(3d3_4F<3/2>)	parent-matched	usable	single-n	no	0.79823	0.80536	RINF — mass not in table (flagged)	spectra_raw/queue2/CrIII.tsv
24	6	0	2			2D*	1D*	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrVI.tsv
24	6	0	2			2D*	3D*	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrVI.tsv
24	6	0	2			2F*	1F*	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrVI.tsv
24	6	0	2			2F*	3F*	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrVI.tsv
24	6	0	2			2P*	3P*	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		yes			RINF — mass not in table (flagged)	spectra_raw/queue2/CrVI.tsv
24	6	0	2	1.17322	0.03346	2S		LS	4	6	3	731020.0	Cr_VII_(3p6_1S<0>)	forced — sole published limit	usable	series	yes	1.17856	1.16450	RINF — mass not in table (flagged)	spectra_raw/queue2/CrVI.tsv
24	6	0	4			4D*	3D*	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/CrVI.tsv
24	6	0	4			4F*	3F*	LS	4	4	0			unwitnessed — parent limit not yet published	unusable — no limit		no			RINF — mass not in table (flagged)	spectra_raw/queue2/CrVI.tsv
24	6	1	2	0.97483	0.02848	2P*		LS	4	6	6	731020.0	Cr_VII_(3p6_1S<0>)	forced — sole published limit	usable	series	yes	0.97259	0.98192	RINF — mass not in table (flagged)	spectra_raw/queue2/CrVI.tsv
24	6	2	2	0.53080	0.15878	2D		LS	3	5	6	731020.0	Cr_VII_(3p6_1S<0>)	forced — sole published limit	usable	series	yes	0.57417	0.51777	RINF — mass not in table (flagged)	spectra_raw/queue2/CrVI.tsv
24	6	3	2	0.07978	0.07872	2F*		LS	4	10	14	731020.0	Cr_VII_(3p6_1S<0>)	forced — sole published limit	usable	series	yes	0.06966	0.09157	RINF — mass not in table (flagged)	spectra_raw/queue2/CrVI.tsv
24	6	4	2	0.01365	0.00455	2G		LS	5	6	4	731020.0	Cr_VII_(3p6_1S<0>)	forced — sole published limit	usable	series	yes	0.01367	0.01597	RINF — mass not in table (flagged)	spectra_raw/queue2/CrVI.tsv
24	6	5	2	0.00350	0.00045	2H*		LS	6	7	4	731020.0	Cr_VII_(3p6_1S<0>)	forced — sole published limit	usable	series	yes	0.00350	0.00372	RINF — mass not in table (flagged)	spectra_raw/queue2/CrVI.tsv
25	6	0	1	1.23266	0.00000	1D		LS	4	4	1	771100.0	Mn_VII_(3d_2D<3/2>)	forced — sole published limit	usable	single-n	yes	1.23266	1.23266	RINF — mass not in table (flagged)	spectra_raw/queue2/MnVI.tsv
25	6	0	3	1.24522	0.00346	3D		LS	4	4	3	771100.0	Mn_VII_(3d_2D<3/2>)	forced — sole published limit	usable	single-n	yes	1.24482	1.24635	RINF — mass not in table (flagged)	spectra_raw/queue2/MnVI.tsv
25	6	1	1	1.02366	0.03522	1D*		LS	4	5	2	771100.0	Mn_VII_(3d_2D<3/2>)	forced — sole published limit	usable	series	yes	1.02366	1.00605	RINF — mass not in table (flagged)	spectra_raw/queue2/MnVI.tsv
25	6	1	1	0.98064	0.03254	1F*		LS	4	5	2	771100.0	Mn_VII_(3d_2D<3/2>)	forced — sole published limit	usable	series	yes	0.98064	0.96437	RINF — mass not in table (flagged)	spectra_raw/queue2/MnVI.tsv
25	6	1	1	0.96393	0.04476	1P*		LS	4	5	2	771100.0	Mn_VII_(3d_2D<3/2>)	forced — sole published limit	usable	series	yes	0.96393	0.94155	RINF — mass not in table (flagged)	spectra_raw/queue2/MnVI.tsv
25	6	1	3	1.01892	0.03849	3D*		LS	4	5	6	771100.0	Mn_VII_(3d_2D<3/2>)	forced — sole published limit	usable	series	yes	1.01711	1.00798	RINF — mass not in table (flagged)	spectra_raw/queue2/MnVI.tsv
25	6	1	3	1.00816	0.04332	3F*		LS	4	5	6	771100.0	Mn_VII_(3d_2D<3/2>)	forced — sole published limit	usable	series	yes	1.00791	0.99676	RINF — mass not in table (flagged)	spectra_raw/queue2/MnVI.tsv
25	6	1	3	1.00824	0.00121	3P*		LS	4	4	3	771100.0	Mn_VII_(3d_2D<3/2>)	forced — sole published limit	usable	single-n	yes	1.00805	1.00856	RINF — mass not in table (flagged)	spectra_raw/queue2/MnVI.tsv
