source	member	size_bytes	md5	disposition	target_path	note
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures-compendia/fig-spectra-lattice.png	585796	48b8546a80c9c3079c5cfe2c1ce2b518	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-spectra-lattice.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures-compendia/fig-spectra-lattice4.png	1097912	97951d346f83e70ac7a6d5db9d4a07ed	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-spectra-lattice4.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures-compendia/fig-supply.png	242483	c5c778159f8b76476fb116af184597f2	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-supply.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures-compendia/fig-survey.png	180505	3434059bc459ef12205f9b1e8f4984b2	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-survey.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/FIG1fillingindex2120.png	92177	313cf44a9de67f9e555b74c1df70c2ef	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/FIG1fillingindex2120.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/FIG2spectraindex2120.png	100734	d071ba0c62abcdde65841aaaecd188a2	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/FIG2spectraindex2120.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/FIG3j120window.png	75089	0d52c0566b8ed5fd66a42d8a2f6dd890	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/FIG3j120window.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/FIG4dm2widening.png	71014	47951c28ad1e6b67a1218e73cbddd854	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/FIG4dm2widening.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/FIG5spectraindex3D.png	100429	8c266dee6f819c931532d62d1ab8fcc0	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/FIG5spectraindex3D.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/FIG6relativisticvsnonrelativistic.png	110305	7a328342a38f01358a160fc164047bf9	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/FIG6relativisticvsnonrelativistic.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/fig1_shape_sphere.png	59166	9a5f1e035c1d3c0129d42b8cbc232e31	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/fig1_shape_sphere.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/fig2_closure_defect.png	40235	37a3db2bb609faa2a218f226870e302d	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/fig2_closure_defect.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/fig3_tower.png	38598	77c24dffbe1f07404f3381971db22d05	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/fig3_tower.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/fig4_equator_potential.png	61552	7760d5eef4cb95c768602f4a578ddf86	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/fig4_equator_potential.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/fig5_constraint_graphs.png	27036	e23104b3cdd48f74915858e5c0ee3573	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/fig5_constraint_graphs.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figaddioichain.png	58574	12a281901a400d963a383161866fcafc	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/figaddioichain.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figaddioiprovenance.png	61568	79473afa09d867d1416ba728478d8719	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/figaddioiprovenance.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figaddscgpin.png	83471	5182472a5fb7dd59f4b3fa55a7e9082b	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/figaddscgpin.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figaddscmargin.png	83965	5038b0c6588b636c8f6e0d7922838f3e	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/figaddscmargin.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-10.1.png	35015	47429a081975686ebb0c002c26055bc8	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig06.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-11.1.png	47157	8cb82cd1391bb23202a86bc853a6548c	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig07.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-11.2.png	61083	8f45f283185297b3b71792845f010bdb	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig08.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-12.1.png	285299	9cde3bd79600cae7e516aabe9c9c3648	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig09.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-12.2.png	48251	ae77e29583882198876b084405be0c80	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-sections.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-12.3.png	93080	91218cc0fa441be476be3a26da1fe5b4	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-pareto-1.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-12.4.png	78587	c23cfd7ab768381a1929ce57826d5cb3	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-tree-1.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-12.5.png	86469	c77af44e050081d40341dbbecce85f3e	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-silhouette.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-15.1.png	45695	5c10d0eba19d45cd3894ed680e7840ca	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig10.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-16.1.png	54260	be7f1756521502e813683f2abdef4b90	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig11.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-16.2.png	41725	9c9d72dad712615da699fb246ac29d18	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig12.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-19.1.png	45926	3eacd35a182513fe5cb05c5d4d764ff8	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig13.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-21.1.png	80457	b70c6d8e78c45ebc67f7afa8cf99ed78	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-constraints.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-23.1.png	61671	054adae466e9a8ddd6e7893e95a20f7b	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig14.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-23.2.png	78243	555cc16a47522e2d02f7c85fe6dff38f	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig15.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-23.3.png	105914	acf7186d444a5f618c71eee5be9f1527	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig16.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-23.4.png	61431	3c68881b6ec8e5174e3fa2ca81f77b30	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig17.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-24.1.png	153191	64a4849938b966feb96cab7a654e4e62	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig18.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-24.2.png	47627	18dbcf4dcf156f0b1e85141daa397279	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig19.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-24.3.png	61566	d10ff2dd6c767088895e8e79f5c8a241	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig20.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-25.1.png	66037	0094450837b6794bd3f9373ddc874758	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig21.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-25.2.png	45444	6461646ff5ded261a002689f94e5f9ef	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig22.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-26.1.png	77613	66ff1908f9ee6acfd5fc07d05d8cbd87	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig23.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-27.1.png	66111	7d88575f132ce619b1a481298fc82ff4	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig24.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-30.1.png	100145	0b213dd2ad0641c53945afdf70d1f326	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig25.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-30.2.png	75798	8983923b04782c2de55478e221c81072	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig26.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-6.1.png	40360	e5a9adb112169de45e72dd2f608575f9	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig00.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-6.2.png	22217	6c7c4e2f13cf9925df8f404f0cb6808a	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig01.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-7.1.png	19886	e020c0dec18ffe1b28952715a1ba98dc	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig02.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-8.1.png	177360	7295b0fc143158de6440e840c898dde2	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig03.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-8.2.png	44402	b31352ff02de5b14f48902580b72ab40	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig04.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-9.1.png	176976	cfd11bc51260cefd6537372b46c49069	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig05.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-D.1-prior-32-elements.png	74866	9116098b0a82c5feb171e694f3dbc4fa	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig27.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD13.zip	figures/figure-D.1.png	62246	ec7887703ffd67752af6fabf3a96bcfd	EXTRACTED	extracted/archives/the-method-1-6-figures-build13/figures/figure-D.1.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-compendia/fig-channel-map.png	149817	8d145f32fe6314f14365cb25b511f6e8	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-channel-map.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-compendia/fig-i1-tower.png	63247	5a5a7fcf4790265ebee0cfe877a9e7e9	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-i1-tower.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-compendia/fig-i2-landscape.png	52410	fe3a1c3eba21229d4896b4edaca037cd	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-i2-landscape.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-compendia/fig-i3-lambda8.png	43091	62e5b522727b62d205278b194fa70996	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-i3-lambda8.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-compendia/fig-i4-crossing.png	57973	340b70775094abcf037933dbdff0e1dc	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-i4-crossing.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-compendia/fig-index-final.png	135718	ae09285bd81e8cb564c89e6a4ea1f32a	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-index-final.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-compendia/fig-spectra-grid.png	526505	bb428f6a08939ff5985609d405982745	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-spectra-grid.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-compendia/fig-spectra-grid4.png	309788	3ffcdd783b5903b936121327d235cb75	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-spectra-grid4.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-compendia/fig-spectra-lattice.png	585796	48b8546a80c9c3079c5cfe2c1ce2b518	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-spectra-lattice.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-compendia/fig-spectra-lattice4.png	1097912	97951d346f83e70ac7a6d5db9d4a07ed	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-spectra-lattice4.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-compendia/fig-supply.png	242483	c5c778159f8b76476fb116af184597f2	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-supply.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-compendia/fig-survey.png	180505	3434059bc459ef12205f9b1e8f4984b2	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-survey.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-10.1.png	35015	47429a081975686ebb0c002c26055bc8	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig06.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-15.1.png	45695	5c10d0eba19d45cd3894ed680e7840ca	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig10.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-16.1.png	54260	be7f1756521502e813683f2abdef4b90	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig11.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-19.1.png	45926	3eacd35a182513fe5cb05c5d4d764ff8	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig13.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-23.1.png	61671	054adae466e9a8ddd6e7893e95a20f7b	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig14.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-23.2.png	78243	555cc16a47522e2d02f7c85fe6dff38f	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig15.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-24.1.png	153191	64a4849938b966feb96cab7a654e4e62	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig18.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-24.2.png	47627	18dbcf4dcf156f0b1e85141daa397279	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig19.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-24.3.png	61566	d10ff2dd6c767088895e8e79f5c8a241	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig20.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-25.1.png	66037	0094450837b6794bd3f9373ddc874758	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig21.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-26.1.png	77613	66ff1908f9ee6acfd5fc07d05d8cbd87	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig23.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-6.1.png	40360	e5a9adb112169de45e72dd2f608575f9	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig00.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-6.2.png	22217	6c7c4e2f13cf9925df8f404f0cb6808a	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig01.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-7.1.png	19886	e020c0dec18ffe1b28952715a1ba98dc	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig02.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures-pre-crop/figure-8.2.png	44402	b31352ff02de5b14f48902580b72ab40	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig04.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/FIG1fillingindex2120.png	92177	313cf44a9de67f9e555b74c1df70c2ef	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/FIG1fillingindex2120.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/FIG2spectraindex2120.png	100734	d071ba0c62abcdde65841aaaecd188a2	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/FIG2spectraindex2120.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/FIG3j120window.png	75089	0d52c0566b8ed5fd66a42d8a2f6dd890	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/FIG3j120window.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/FIG4dm2widening.png	71014	47951c28ad1e6b67a1218e73cbddd854	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/FIG4dm2widening.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/FIG5spectraindex3D.png	100429	8c266dee6f819c931532d62d1ab8fcc0	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/FIG5spectraindex3D.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/FIG6relativisticvsnonrelativistic.png	110305	7a328342a38f01358a160fc164047bf9	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/FIG6relativisticvsnonrelativistic.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/fig1_shape_sphere.png	59166	9a5f1e035c1d3c0129d42b8cbc232e31	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/fig1_shape_sphere.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/fig2_closure_defect.png	40235	37a3db2bb609faa2a218f226870e302d	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/fig2_closure_defect.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/fig3_tower.png	38598	77c24dffbe1f07404f3381971db22d05	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/fig3_tower.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/fig4_equator_potential.png	61552	7760d5eef4cb95c768602f4a578ddf86	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/fig4_equator_potential.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/fig5_constraint_graphs.png	27036	e23104b3cdd48f74915858e5c0ee3573	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/fig5_constraint_graphs.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figaddioichain.png	58574	12a281901a400d963a383161866fcafc	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/figaddioichain.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figaddioiprovenance.png	61568	79473afa09d867d1416ba728478d8719	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/figaddioiprovenance.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figaddscgpin.png	83471	5182472a5fb7dd59f4b3fa55a7e9082b	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/figaddscgpin.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figaddscmargin.png	83965	5038b0c6588b636c8f6e0d7922838f3e	DUP-OF-EXTRACTED	extracted/archives/the-method-1-6-figures/figures/figaddscmargin.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-10.1.png	29920	6b2ce9b2239db2f6e741a0bb359eff8e	EXTRACTED	extracted/archives/the-method-1-6-figures-build8/figures/figure-10.1.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-11.1.png	47157	8cb82cd1391bb23202a86bc853a6548c	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig07.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-11.2.png	61083	8f45f283185297b3b71792845f010bdb	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig08.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-12.1.png	285299	9cde3bd79600cae7e516aabe9c9c3648	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig09.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-12.2.png	48251	ae77e29583882198876b084405be0c80	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-sections.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-12.3.png	93080	91218cc0fa441be476be3a26da1fe5b4	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-pareto-1.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-12.4.png	78587	c23cfd7ab768381a1929ce57826d5cb3	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-tree-1.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-12.5.png	86469	c77af44e050081d40341dbbecce85f3e	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-silhouette.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-15.1.png	39515	09482efec30109f91cdf1a1668e3da55	EXTRACTED	extracted/archives/the-method-1-6-figures-build8/figures/figure-15.1.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-16.1.png	54260	be7f1756521502e813683f2abdef4b90	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig11.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-16.2.png	41725	9c9d72dad712615da699fb246ac29d18	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig12.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-19.1.png	37172	702fa9f3ce0813d6d6efdcbaaeafa570	EXTRACTED	extracted/archives/the-method-1-6-figures-build8/figures/figure-19.1.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-21.1.png	80457	b70c6d8e78c45ebc67f7afa8cf99ed78	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-constraints.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-23.1.png	54418	c2079bfd3fe352d9343327ea52c87583	EXTRACTED	extracted/archives/the-method-1-6-figures-build8/figures/figure-23.1.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-23.2.png	70350	ad04ecb1db7abe88a2eea6e62389ba9b	EXTRACTED	extracted/archives/the-method-1-6-figures-build8/figures/figure-23.2.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-23.3.png	105914	acf7186d444a5f618c71eee5be9f1527	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig16.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-23.4.png	61431	3c68881b6ec8e5174e3fa2ca81f77b30	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig17.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-24.1.png	147599	79d9fc505e70a481db510a9ecc7d35d6	EXTRACTED	extracted/archives/the-method-1-6-figures-build8/figures/figure-24.1.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-24.2.png	42411	3ac94569111c93b2608009475b23ce89	EXTRACTED	extracted/archives/the-method-1-6-figures-build8/figures/figure-24.2.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-24.3.png	54378	1cba7fd85babdd2d68d317817be968ed	EXTRACTED	extracted/archives/the-method-1-6-figures-build8/figures/figure-24.3.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-25.1.png	57665	d7e020b85d7056b3e4a45e647dfc8aba	EXTRACTED	extracted/archives/the-method-1-6-figures-build8/figures/figure-25.1.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-25.2.png	45444	6461646ff5ded261a002689f94e5f9ef	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig22.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-26.1.png	70746	8470b06afa51f4f348df64886f32429d	EXTRACTED	extracted/archives/the-method-1-6-figures-build8/figures/figure-26.1.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-27.1.png	66111	7d88575f132ce619b1a481298fc82ff4	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig24.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-30.1.png	100145	0b213dd2ad0641c53945afdf70d1f326	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig25.png	
drive/The Method Materials/The_Method_1_6_figures_BUILD8.zip	figures/figure-30.2.png	75798	8983923b04782c2de55478e221c81072	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig26.png	
