filename	md5	size_bytes	status	target_path	source_shard	conversation	created_at	versions	note
CENSUS-CLOSURES-ch14d.tsv	9545304e70a85accdd4198a80530bd1c	1312	RECOVERED-BY-WRITE	recovered/CENSUS-CLOSURES-ch14d.tsv	2026-08/a9305227-2805-43a8-ba94-89e1f604289b.json	92	2026-08-31T06:05:28.775881Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CENSUS-CLOSURES-ch14f.tsv	1a244cf40469667db488b4fbd52f6f88	1009	RECOVERED-BY-WRITE	recovered/CENSUS-CLOSURES-ch14f.tsv	2026-08/4f816e48-7326-499c-9244-1bf8f2aa22a0.json	93	2026-08-31T06:28:50.512900Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CENSUS-CLOSURES-ch14h.tsv	269c45b6fe7ae2e3f593978d4eee4f9a	507	RECOVERED-BY-WRITE	recovered/CENSUS-CLOSURES-ch14h.tsv	2026-08/c3b3f697-4f4a-4f4d-a429-ef78856cc94c.json	94	2026-08-31T06:58:04.473937Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CENSUS-CLOSURES-ch14j.tsv	d40cab2f06686a2dd02b97d21f505469	1274	RECOVERED-BY-WRITE	recovered/CENSUS-CLOSURES-ch14j.tsv	2026-08/eb6be782-b6a9-4929-8abf-91e9a4ada37b.json	95	2026-08-31T14:54:51.940169Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CENSUS-CLOSURES-ch14l.tsv	e0c99e87a2440515974ffb15962854fa	769	RECOVERED-BY-WRITE	recovered/CENSUS-CLOSURES-ch14l.tsv	2026-08/8e854e1e-3792-46a2-9163-1ea1661d4ffe.json	96	2026-08-31T15:33:12.890942Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CENSUS-CLOSURES-ch14n.tsv	f379df8ceef26a07c3ae8d26a8199a5f	433	RECOVERED-BY-WRITE	recovered/CENSUS-CLOSURES-ch14n.tsv	2026-08/d2168c14-439d-45e8-ad19-dfc3dd92a20e.json	97	2026-08-31T15:59:01.282606Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CENSUS-CLOSURES-ch14p.tsv	5ac46d029942cb5b53abeaf3d6416803	537	RECOVERED-BY-WRITE	recovered/CENSUS-CLOSURES-ch14p.tsv	2026-08/2642ac6b-c6ca-4414-bb52-81347610b659.json	98	2026-08-31T16:19:39.415859Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CENSUS-CLOSURES-ch14r.tsv	fe304becffb89f42c2428aad708ea639	1412	RECOVERED-BY-WRITE	recovered/CENSUS-CLOSURES-ch14r.tsv	2026-08/c8759945-d887-4a31-9ddd-a83e85634018.json	99	2026-08-31T16:43:26.611079Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CENSUS-CLOSURES-ch14t.tsv	b8e98e8e85f3285c53dd724428910fa2	671	RECOVERED-BY-WRITE	recovered/CENSUS-CLOSURES-ch14t.tsv	2026-08/fab826e8-3e38-4d99-9542-98ab7889a194.json	100	2026-08-31T17:08:14.327915Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CENSUS-CLOSURES-ch14x.tsv	40c959837d532080bd2d024a939d9abb	898	RECOVERED-BY-WRITE	recovered/CENSUS-CLOSURES-ch14x.tsv	2026-08/9c9a7394-cf0f-4bd4-b663-c4c2e4c15f95.json	102	2026-08-31T20:32:58.323155Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CENSUS-CLOSURES-ch15d.tsv	92d8726e01d66dcea0b66885242eea19	1842	RECOVERED-BY-WRITE	recovered/CENSUS-CLOSURES-ch15d.tsv	2026-08/f5d6fc1e-4fc7-4c89-8d60-efb0a8b430ec.json	105	2026-08-31T22:28:39.104589Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CENSUS-CLOSURES-ch15i.tsv	3ad59345613e3675c2eaa393ddcd8993	830	RECOVERED-BY-WRITE	recovered/CENSUS-CLOSURES-ch15i.tsv	2026-09/249f66b1-7661-4dd9-b807-965cfba3fbc6.json	Chat 109 restored	2026-09-01T00:09:09.539581Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CENSUS-CLOSURES-ch15j.tsv	0d752e879a800ea93777ee36a6f18673	762	RECOVERED-BY-WRITE	recovered/CENSUS-CLOSURES-ch15j.tsv	2026-09/5abbd543-33fe-4e92-9fd1-42de6bca9f45.json	110	2026-09-01T00:35:22.155783Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CENSUS-CLOSURES.tsv	37d9f150d8baf25d2bcbac88aaab8dfb	1377	RECOVERED	recovered/CENSUS-CLOSURES.tsv	2026-08/dcfe0dc7-35e6-435e-b3dc-c4e66f6e6a34.json	69	2026-08-30T03:18:45.506582Z	1	
CERTIFICATE-REGISTER-1_8_5.md	f1dedbbe294732b8a1ed0cc430bacbef	3323	RECOVERED	recovered/CERTIFICATE-REGISTER-1_8_5.md	2026-08/03852020-4499-4080-878d-a5f1fc1052b4.json	Register	2026-08-15T22:19:12.448243Z	2	
CERTIFICATE-REGISTER-1_8_5.md	bfae0ca4e3f89d951fc6b1b86f7fa53c	4031	RECOVERED	recovered/CERTIFICATE-REGISTER-1_8_5__bfae0ca4.md	2026-08/03852020-4499-4080-878d-a5f1fc1052b4.json	Register	2026-08-15T22:19:12.448243Z	2	
CHAIN-CLAUSE-1-S90.md	d7ee97bd9f463295310d88ee3cc673b5	2325	RECOVERED	recovered/CHAIN-CLAUSE-1-S90.md	2026-08/f9433a65-9916-43da-be2b-65e443c5fd22.json	LCP87	2026-08-22T15:45:21.020705Z	1	
CHAIN-CLAUSE-1.md	0fd193b30a122c0d8ddb2ecfb3462a21	5682	RECOVERED-BY-WRITE	recovered/CHAIN-CLAUSE-1.md	2026-08/b4606bce-5a54-479f-b6c4-adb43af6fdf1.json	LCP86	2026-08-22T15:26:26.113853Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CII.tsv	4de3033e6a0341472597c79d3e452af1	852	RECOVERED	recovered/CII.tsv	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json	The Method 1.6	2026-08-03T17:48:18.882467Z	1	
CIII.tsv	fb0934ae9a14a60ea5cd165094b3e5cc	812	RECOVERED	recovered/CIII.tsv	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json	The Method 1.6	2026-08-03T17:48:18.882467Z	1	
CI_full.tsv	2ceca6b44c4b0caa4720d12557006446	590	RECOVERED	recovered/CI_full.tsv	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json	The Method 1.6	2026-08-03T17:48:18.882467Z	1	
CLAUDE.md	e72d4bc9cd07e1a87f56dd69b8c8886b	13157	PRESENT-IN-REPO		2026-08/09a19323-28c3-4caf-ba93-3271eed7a7ac.json	89	2026-08-31T03:58:33.337042Z	1	
CLAUSE-1-LADDER.md	94a9150fcbb44f4597023f8c140e5121	11423	RECOVERED-BY-WRITE	recovered/CLAUSE-1-LADDER.md	2026-08/66923814-6d60-4c65-bb07-844bc90f74ea.json	LCP58	2026-08-20T16:48:52.609242Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CLIQUE3-FINDING.md	1d971b594d6fa8d4d2f60cb62d1c11a0	3178	RECOVERED	recovered/CLIQUE3-FINDING.md	2026-08/8b68f3be-1f48-48f0-b517-083ffe269005.json	Lowdin challenge solution work	2026-08-15T19:08:45.689264Z	1	
CLOSE-S78-THE-LOWER-BOUND.md	60ca98dd24b11d5ad92bf722de9a4369	5577	RECOVERED	recovered/CLOSE-S78-THE-LOWER-BOUND.md	2026-08/56d50e47-a86f-4adf-b35d-23f16e62c0bb.json	LCP75	2026-08-21T14:45:16.390881Z	1	
COLLECTION-LOG.md	1ff476fc7e400616827e3e52f2d7b96a	2039	RECOVERED	recovered/COLLECTION-LOG.md	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json	The Method 1.6	2026-08-03T17:48:18.882467Z	1	
COMPARE-DROW-SESSION-30.md	2b32b1ce77650303f39fd558e874a976	1715	RECOVERED	recovered/COMPARE-DROW-SESSION-30.md	2026-08/e1f86632-4861-4da3-b6df-128b1f9d6621.json	LCP28	2026-08-17T16:01:47.438024Z	1	
COMPARE-FK-CONVENTION-SESSION-22.md	fc207fff461532dff5fd7f327e3fccf5	1759	RECOVERED	recovered/COMPARE-FK-CONVENTION-SESSION-22.md	2026-08/0324abd9-d12a-48c1-8369-e2e5bcb09887.json	LCP20	2026-08-17T00:29:31.946664Z	1	
CONVERSION-CERTIFICATE-BUILD77.md	b7885a343203b433a3313d34c829a175	2145	RECOVERED	recovered/CONVERSION-CERTIFICATE-BUILD77.md	2026-08/891bd76d-53c7-48f6-99cd-6f7bb999a070.json	63	2026-08-29T22:00:48.942062Z	1	
CORRECTIONS-SESSION-27.md	efaa8167ac2b91429f94306569106d2c	4053	RECOVERED-BY-WRITE	recovered/CORRECTIONS-SESSION-27.md	2026-08/bab9c5df-025e-433f-81f6-0b4631bdf415.json	LCP25	2026-08-17T04:07:48.794571Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
CV.tsv	b841defbfeab0c6a60ec6739dc548976	1483	RECOVERED	recovered/CV.tsv	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json	The Method 1.6	2026-08-03T17:48:18.882467Z	1	
CaI.tsv	e6dc27cf5fe5c223d3d1da6203d79b2e	712	RECOVERED	recovered/CaI.tsv	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json	The Method 1.6	2026-08-03T17:48:18.882467Z	1	
CaII.tsv	c539a2a6fbf0228c7c93deda6fe4aa09	477	RECOVERED	recovered/CaII.tsv	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json	The Method 1.6	2026-08-03T17:48:18.882467Z	1	
CaIII.tsv	d3dbacd75dad396ae137846efd6f80f7	2016	RECOVERED	recovered/CaIII.tsv	2026-08/4945af0e-6ff8-45ee-a138-940c87ad90a4.json	The Method 1.7	2026-08-10T22:12:01.144361Z	1	
CaII_full.tsv	071f00e8a6e991e94ee9a9a4b762bf30	948	RECOVERED	recovered/CaII_full.tsv	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json	The Method 1.6	2026-08-03T17:48:18.882467Z	1	
CaIX.tsv	d0d5197476b205150ca7dd0c90eb99e1	421	RECOVERED	recovered/CaIX.tsv	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json	The Method 1.6	2026-08-03T17:48:18.882467Z	1	
CaI_full.tsv	1229546e70873c9ed493a06fb7cffca6	1026	RECOVERED	recovered/CaI_full.tsv	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json	The Method 1.6	2026-08-03T17:48:18.882467Z	1	
CaI_ryd.tsv	777ace381c08f8be29f9db6b26bf1edb	527	RECOVERED	recovered/CaI_ryd.tsv	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json	The Method 1.6	2026-08-03T17:48:18.882467Z	1	
CaVIII.tsv	054e712b18f1558309fca028cf7ba2d4	1821	RECOVERED	recovered/CaVIII.tsv	2026-08/4945af0e-6ff8-45ee-a138-940c87ad90a4.json	The Method 1.7	2026-08-10T22:12:01.144361Z	1	
CdI.tsv	d4d83def7c3b144d38e7f0346904f31f	1502	RECOVERED	recovered/CdI.tsv	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json	The Method 1.6	2026-08-03T17:48:18.882467Z	1	
CdII_full.tsv	eddb22feb94cab70dd8ee1c90e96d28d	930	RECOVERED	recovered/CdII_full.tsv	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json	The Method 1.6	2026-08-03T17:48:18.882467Z	1	
CeI.tsv	2cad4870bb81ba3f3c20ae4f5eb7076b	1220	RECOVERED	recovered/CeI.tsv	2026-08/4945af0e-6ff8-45ee-a138-940c87ad90a4.json	The Method 1.7	2026-08-10T22:12:01.144361Z	1	
CoIX.tsv	39ca129d91cc5980df76d32cf9cfa777	1581	RECOVERED	recovered/CoIX.tsv	2026-08/866fbabe-2c17-4e5f-921b-5c7bda675554.json	The Method 1.7.1	2026-08-14T20:27:20.422936Z	2	
CoIX.tsv	cbfe08c0642148c7ed546bcc12de043b	2469	RECOVERED	recovered/CoIX__cbfe08c0.tsv	2026-08/4945af0e-6ff8-45ee-a138-940c87ad90a4.json	The Method 1.7	2026-08-10T22:12:01.144361Z	2	
CrIII.tsv	849319548aee133fd7a1a67a0a1b78af	6059	RECOVERED	recovered/CrIII.tsv	2026-08/866fbabe-2c17-4e5f-921b-5c7bda675554.json	The Method 1.7.1	2026-08-14T20:27:20.422936Z	2	
CrIII.tsv	6f9fa5f1a3ecffb7c593b4ea08814309	4322	RECOVERED	recovered/CrIII__6f9fa5f1.tsv	2026-08/4945af0e-6ff8-45ee-a138-940c87ad90a4.json	The Method 1.7	2026-08-10T22:12:01.144361Z	2	
CrVI.tsv	321da04131e3abd0f4e1bce4b7cc141b	2107	RECOVERED	recovered/CrVI.tsv	2026-08/866fbabe-2c17-4e5f-921b-5c7bda675554.json	The Method 1.7.1	2026-08-14T20:27:20.422936Z	2	
CrVI.tsv	a532a2178b0a12f209d5ef01c31aec8e	2712	RECOVERED	recovered/CrVI__a532a217.tsv	2026-08/4945af0e-6ff8-45ee-a138-940c87ad90a4.json	The Method 1.7	2026-08-10T22:12:01.144361Z	2	
CsI.tsv	e88e518a6dfb9d18d7b142aab89dfd37	5547	RECOVERED	recovered/CsI.tsv	2026-08/866fbabe-2c17-4e5f-921b-5c7bda675554.json	The Method 1.7.1	2026-08-14T20:27:20.422936Z	2	
CsI.tsv	b366fb4d2633be173f5ba6901134945d	6500	RECOVERED	recovered/CsI__b366fb4d.tsv	2026-08/4945af0e-6ff8-45ee-a138-940c87ad90a4.json	The Method 1.7	2026-08-10T22:12:01.144361Z	2	
D-E-FINDINGS.md	31e079b906ef7c4a6e9b81ea3ce0bd75	2819	RECOVERED	recovered/D-E-FINDINGS.md	2026-08/6b271e4f-7e72-4702-b817-f83fbc3df24b.json	The Method 1.7.5	2026-08-15T17:51:29.513451Z	1	
D.b64	bc12af25be40e5481c3d417a00913525	1245	RECOVERED	recovered/D.b64	2026-08/19f0d9d5-fc9b-49ba-ae18-4d247ca50c83.json	Rebuild 11	2026-08-24T18:23:54.440794Z	1	
D1-S103-CRITERIA.md	5d32b12c1245ca346c331807daa5f6b1	722	RECOVERED	recovered/D1-S103-CRITERIA.md	2026-08/7315c483-0906-4057-84f8-94f11c5d8c22.json	LCP100	2026-08-23T17:02:10.408747Z	1	
D2-S104-CRITERIA.md	8e7ab2bd685363b6c863a4da6775627c	1596	RECOVERED	recovered/D2-S104-CRITERIA.md	2026-08/6d05ce28-ae11-4652-8190-fbb82b2bb598.json	LCP101	2026-08-23T17:56:22.401182Z	1	
D59_DRAFT.md	d7e5e427a2f310fb99d24a6a173dc6f0	5386	RECOVERED	recovered/D59_DRAFT.md	2026-08/d8f332aa-7147-4abb-b258-293c93cb0b52.json	Rebuild 2	2026-08-23T23:03:56.447820Z	1	
DEF-100.md	2193e83bf9a162ff4103e028613a60b4	6899	RECOVERED-BY-WRITE	recovered/DEF-100.md	2026-08/fab826e8-3e38-4d99-9542-98ab7889a194.json	100	2026-08-31T17:08:14.327915Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-101.md	67ab2032932a29f5bfcd8da647a8941d	7010	RECOVERED-BY-WRITE	recovered/DEF-101.md	2026-08/cb7b153e-1822-4506-b491-de8025d76fb7.json	101	2026-08-31T17:26:42.446254Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-102.md	315f42e5244f18110e69a193497b77ff	7095	RECOVERED-BY-WRITE	recovered/DEF-102.md	2026-08/9c9a7394-cf0f-4bd4-b663-c4c2e4c15f95.json	102	2026-08-31T20:32:58.323155Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-103.md	4d7a17e923c48edc8cce2d4b3b77c20a	7336	RECOVERED-BY-WRITE	recovered/DEF-103.md	2026-08/22f6f4ec-c68d-4f24-b253-7e50b899118d.json	103	2026-08-31T20:59:41.764876Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-104.md	241a59d4f67f1471c180e805d8b1ddc9	5365	RECOVERED-BY-WRITE	recovered/DEF-104.md	2026-08/aae9604f-db73-4f73-955d-31a5bd961d7d.json	104	2026-08-31T22:00:36.161749Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-105.md	0fe9b1bc4e1a620a7377247ba7ee58fc	3823	RECOVERED-BY-WRITE	recovered/DEF-105.md	2026-08/f5d6fc1e-4fc7-4c89-8d60-efb0a8b430ec.json	105	2026-08-31T22:28:39.104589Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-106.md	4f194e9d151068c1811d13c89a916438	4089	RECOVERED-BY-WRITE	recovered/DEF-106.md	2026-08/b7f6af31-e1d4-4dee-a7ff-df24102b0fb6.json	106	2026-08-31T22:54:58.183209Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-107.md	6515d004a2acda0a892f204711ef83f0	4682	RECOVERED-BY-WRITE	recovered/DEF-107.md	2026-08/0d01b07f-63f3-49a7-9bc7-d310656689ee.json	107	2026-08-31T23:13:52.186890Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-109.md	421b4347fd28d1c062e91541a9f3c43e	5789	RECOVERED-BY-WRITE	recovered/DEF-109.md	2026-09/249f66b1-7661-4dd9-b807-965cfba3fbc6.json	Chat 109 restored	2026-09-01T00:09:09.539581Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-110.md	3e89f072f7ac3060a5bc5e654910f3d4	5770	RECOVERED-BY-WRITE	recovered/DEF-110.md	2026-09/5abbd543-33fe-4e92-9fd1-42de6bca9f45.json	110	2026-09-01T00:35:22.155783Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-115.md	c952c927a3667b52a5bd4c53bb9ba8de	4563	RECOVERED-BY-WRITE	recovered/DEF-115.md	2026-09/7a495fd1-93f1-4bfe-acdf-f0a8c13ebb46.json	115	2026-09-01T02:43:32.034431Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-116.md	6d627670a3212ed1b3ffa947d5b68692	6814	RECOVERED-BY-WRITE	recovered/DEF-116.md	2026-09/bc0e6e01-030f-484c-83ec-61212ef6232c.json	116	2026-09-01T03:13:30.278231Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-118.md	a2d8151ea5874f1a192c3acfb74bc153	4814	RECOVERED-BY-WRITE	recovered/DEF-118.md	2026-09/3f5b4f34-3500-4e17-9757-e8a2b324982c.json	118	2026-09-01T04:03:04.598290Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-123.md	6de097c7dd9e1092e2ea56d223110a9e	5270	RECOVERED-BY-WRITE	recovered/DEF-123.md	2026-09/7030b436-c2cb-4dec-8314-147127d54340.json	123	2026-09-01T14:37:29.236017Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-124.md	196ef70e6cbb411f498c2927734384d9	4870	RECOVERED-BY-WRITE	recovered/DEF-124.md	2026-09/4d288374-7972-4e3b-886c-ebe7ba0ea4ca.json	124	2026-09-01T15:24:23.973493Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-125.md	6921e2523d381ea36a7626c2b4a31b90	7619	RECOVERED-BY-WRITE	recovered/DEF-125.md	2026-09/51056a13-4411-403a-9b37-f2efad598d95.json	125	2026-09-01T15:54:49.256176Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-126.md	28028e753bb2aad564293c414763a0bd	6571	RECOVERED-BY-WRITE	recovered/DEF-126.md	2026-09/90788a14-6357-4b6b-abe5-80231c46548f.json	126	2026-09-01T16:55:04.253335Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-127.md	1d386737c35161b8a0ba67d59875f5e3	7246	RECOVERED-BY-WRITE	recovered/DEF-127.md	2026-09/b3d4a5dc-5e63-441c-88e0-64adc0858c53.json	127	2026-09-01T18:18:25.984401Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-130.md	33fa4b020ec34bd79353cda8ccebae17	4487	RECOVERED-BY-WRITE	recovered/DEF-130.md	2026-09/284f1a46-01f0-411d-b832-478876eaf96e.json	130	2026-09-01T21:50:08.857163Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-140.md	94cf9d0b96960e71256dbbc7d6857e20	6473	RECOVERED-BY-WRITE	recovered/DEF-140.md	2026-09/80b69cee-fe13-4553-99bd-5fcd4233858e.json	140	2026-09-02T02:19:58.513935Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-89.md	c6ebc3afe8316c09baf7dd62b12998ed	3886	RECOVERED-BY-WRITE	recovered/DEF-89.md	2026-08/09a19323-28c3-4caf-ba93-3271eed7a7ac.json	89	2026-08-31T03:58:33.337042Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-90.md	1f2cb4495d9090e4033d1db99f426ef3	4262	RECOVERED-BY-WRITE	recovered/DEF-90.md	2026-08/146fd7b1-4171-42ff-a76c-b9536152405d.json	90	2026-08-31T04:23:17.798918Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-91.md	ada49bd1845843cf043f3049b9c465ba	5117	RECOVERED-BY-WRITE	recovered/DEF-91.md	2026-08/508943f9-bc50-4c80-86c3-f3e8f062596a.json	91	2026-08-31T05:00:51.527205Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-92.md	82e12eae03482316c5e006553f5b8bdb	5143	RECOVERED-BY-WRITE	recovered/DEF-92.md	2026-08/a9305227-2805-43a8-ba94-89e1f604289b.json	92	2026-08-31T06:05:28.775881Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-93.md	f454e5e2714fa00d9e9f0c1af28058a7	6169	RECOVERED-BY-WRITE	recovered/DEF-93.md	2026-08/4f816e48-7326-499c-9244-1bf8f2aa22a0.json	93	2026-08-31T06:28:50.512900Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-94.md	51e38a97c7180e43555e5d4edf0921c0	6845	RECOVERED-BY-WRITE	recovered/DEF-94.md	2026-08/c3b3f697-4f4a-4f4d-a429-ef78856cc94c.json	94	2026-08-31T06:58:04.473937Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-95.md	404b0243e96b9fbb7926eebb17a328b5	8518	RECOVERED-BY-WRITE	recovered/DEF-95.md	2026-08/eb6be782-b6a9-4929-8abf-91e9a4ada37b.json	95	2026-08-31T14:54:51.940169Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-95B.md	b6df874f56d7be34af158289e221429d	2376	RECOVERED-BY-WRITE	recovered/DEF-95B.md	2026-08/eb6be782-b6a9-4929-8abf-91e9a4ada37b.json	95	2026-08-31T14:54:51.940169Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-96.md	b268cb1f010681f6530a578a36a2219f	5749	RECOVERED-BY-WRITE	recovered/DEF-96.md	2026-08/8e854e1e-3792-46a2-9163-1ea1661d4ffe.json	96	2026-08-31T15:33:12.890942Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-97.md	18c8bdb0edd6d9242e712373bc0f8b37	6522	RECOVERED-BY-WRITE	recovered/DEF-97.md	2026-08/d2168c14-439d-45e8-ad19-dfc3dd92a20e.json	97	2026-08-31T15:59:01.282606Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-98.md	f5097d4ad157344a60f615e410c881fb	5891	RECOVERED-BY-WRITE	recovered/DEF-98.md	2026-08/2642ac6b-c6ca-4414-bb52-81347610b659.json	98	2026-08-31T16:19:39.415859Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEF-99.md	c0d6c082f3c4ab609674364e7f051e07	6794	RECOVERED-BY-WRITE	recovered/DEF-99.md	2026-08/c8759945-d887-4a31-9ddd-a83e85634018.json	99	2026-08-31T16:43:26.611079Z	1	written by a tool call in the export; named by no bundle in filename shape, so never in recover.py's wanted-set. Body held under no md5 in the repository at the time of extraction.
DEFERRED-REGISTER-ITEMS.md	57f5d9df459fd641a0030ea3acb282c2	1282	RECOVERED	recovered/DEFERRED-REGISTER-ITEMS.md	2026-08/c6fb39a7-9188-4d8f-bc28-f55895a20064.json	61	2026-08-29T05:29:07.367741Z	1	
DEFERRED.md	195914f7f60cb14fb8f9b6350b523e40	14180	RECOVERED-BY-HEADING	recovered/DEFERRED.md	2026-08/c3cdb6ed-a163-45ca-b7a4-a00b771b7b44.json	79	2026-08-30T20:11:33.650395Z	6	
DEFERRED.md	7e5c1707ba52b70e90bc212440a83daf	11237	RECOVERED-BY-HEADING	recovered/DEFERRED__7e5c1707.md	2026-08/b3c4f5c3-3aad-464b-9da1-cc15c4850645.json	78	2026-08-30T18:50:43.594947Z	6	
