# arXiv:2303.13849 -- Teng & Ma, Magnetic and antimagnetic rotational bands data tables
# one row per band member carrying an I^pi.  2I is doubled so a
# half-integer spin stays an integer.  par blank = no parity printed.
table	A	Z	el	band	E_keV	2I	par
MR	112	51	Sb	1	2275.1	20	-1
MR	112	51	Sb	1	2629.0	22	-1
MR	112	51	Sb	1	3009.6	24	-1
MR	112	51	Sb	1	3402.0	26	-1
MR	112	51	Sb	1	3808.9	28	-1
MR	112	51	Sb	1	4295.2	30	-1
MR	112	51	Sb	1	4798.2	32	-1
MR	112	51	Sb	1	5326.1	34	-1
MR	112	51	Sb	2	X	20	1
MR	112	51	Sb	2	378.2+X	22	1
MR	112	51	Sb	2	750.8+X	24	1
MR	112	51	Sb	2	1077.6+X	26	1
MR	112	51	Sb	2	1372.5+X	28	1
MR	112	51	Sb	2	1690.3+X	30	1
MR	112	51	Sb	2	2046.1+X	32	1
MR	112	51	Sb	2	2437.7+X	34	1
MR	112	51	Sb	2	2851.9+X	36	1
MR	112	51	Sb	2	3284.4+X	38	1
MR	116	51	Sb	1	3004.9	22	1
MR	116	51	Sb	1	3345.0	24	1
MR	116	51	Sb	1	3734.2	26	1
MR	116	51	Sb	1	4164.2	28	1
MR	116	51	Sb	1	4627.3	30	1
MR	116	51	Sb	1	5112.6	32	1
MR	135	52	Te	1	4023.4	19	-1
MR	135	52	Te	1	4393.6	21	-1
MR	135	52	Te	1	4799.0	23	-1
MR	135	52	Te	1	5170.7	25	-1
MR	135	52	Te	1	5525.3	27	-1
MR	135	52	Te	1	5790.5	29	-1
MR	135	52	Te	1	6109.8	31	-1
MR	135	52	Te	1	6455.2	33	-1
MR	135	52	Te	1	6669.6	35	-1
MR	123	54	Xe	1	X	31	-1
MR	123	54	Xe	1	152.0+X	33	-1
MR	123	54	Xe	1	351.3+X	35	-1
MR	123	54	Xe	1	577.4+X	37	-1
MR	123	54	Xe	1	822.9+X	39	-1
MR	123	54	Xe	1	1121.1+X	41	-1
MR	123	54	Xe	1	1478.5+X	43	-1
MR	123	54	Xe	1	1954.2+X	45	-1
MR	123	54	Xe	1	2443.5+X	47	-1
MR	124	54	Xe	1	5051	24	
MR	124	54	Xe	1	5292	26	
MR	124	54	Xe	1	5554	28	
MR	124	54	Xe	1	5830	30	
MR	124	54	Xe	1	6156	32	
MR	124	54	Xe	1	6556	34	
MR	124	54	Xe	1	6987	36	
MR	124	54	Xe	1	7436	38	
MR	124	54	Xe	1	7932	40	
MR	124	54	Xe	1	8368	42	
MR	124	54	Xe	1	8914	44	
MR	124	54	Xe	1	9486	46	
MR	124	54	Xe	1	9929	48	
MR	131	55	Cs	1	2554.9	17	1
MR	131	55	Cs	1	2686.9	19	1
MR	131	55	Cs	1	2835.1	21	1
MR	131	55	Cs	1	3058.7	23	1
MR	131	55	Cs	1	3415.3	25	1
MR	131	55	Cs	1	3724.1	27	1
MR	131	55	Cs	1	4145.7	29	1
MR	131	55	Cs	1	4655.3	31	1
MR	131	55	Cs	2	3465.3	25	-1
MR	131	55	Cs	2	3621.3	27	-1
MR	131	55	Cs	2	4012.2	29	-1
MR	131	55	Cs	2	4387.9	31	-1
MR	131	55	Cs	2	4905.7	33	-1
MR	131	55	Cs	2	5265.6	35	-1
MR	128	56	Ba	1	4651.4	22	-1
MR	128	56	Ba	1	4956.4	24	-1
MR	128	56	Ba	1	5233.8	26	-1
MR	128	56	Ba	1	5529.7	28	-1
MR	128	56	Ba	1	5853.2	30	-1
MR	128	56	Ba	1	6215.0	32	-1
MR	128	56	Ba	1	6608.6	34	-1
MR	128	56	Ba	1	7036.2	36	-1
MR	128	56	Ba	1	7493.8	38	-1
MR	128	56	Ba	1	7980.9	40	-1
MR	128	56	Ba	1	8497.3	42	-1
MR	128	56	Ba	1	9032.4	44	-1
MR	128	56	Ba	1	9600.4	46	-1
MR	128	56	Ba	1	10166.4	48	-1
MR	128	56	Ba	1	10784.4	50	-1
MR	130	56	Ba	1	5960.6	30	-1
MR	130	56	Ba	1	6218.1	32	-1
MR	130	56	Ba	1	6498.3	34	-1
MR	130	56	Ba	1	6914.5	36	-1
MR	130	56	Ba	1	7335	38	-1
MR	130	56	Ba	1	7849	40	-1
MR	132	56	Ba	1	4811	22	1
MR	132	56	Ba	1	4997	24	1
MR	132	56	Ba	1	5201	26	1
MR	132	56	Ba	1	5437	28	1
MR	132	56	Ba	1	5771	30	1
MR	132	56	Ba	1	6196	32	1
MR	132	56	Ba	1	6665	34	1
MR	132	56	Ba	1	7144	36	1
MR	132	56	Ba	2	5721	28	-1
MR	132	56	Ba	2	5891	30	-1
MR	132	56	Ba	2	6107	32	-1
MR	132	56	Ba	2	6414	34	-1
MR	132	56	Ba	2	6821	36	-1
MR	132	56	Ba	2	7286	38	-1
MR	134	56	Ba	1	5677.9	28	-1
MR	134	56	Ba	1	5854.5	30	-1
MR	134	56	Ba	1	6025.8	32	-1
MR	134	56	Ba	1	6304.8	34	-1
MR	134	56	Ba	1	6693.5	36	-1
MR	134	56	Ba	1	7141.5	38	-1
MR	134	56	Ba	1	7712.9	40	-1
MR	135	56	Ba	1	3082.9	21	1
MR	135	56	Ba	1	3211.3	23	1
MR	135	56	Ba	1	3415.7	25	1
MR	135	56	Ba	1	3758.3	27	1
MR	135	56	Ba	1	4181.0	29	1
MR	135	56	Ba	1	4695.8	31	1
MR	135	56	Ba	1	5310.3	33	1
MR	135	56	Ba	1	5850.3	35	1
MR	135	56	Ba	1	6376.3	37	
MR	135	56	Ba	2	5355.6	31	-1
MR	135	56	Ba	2	5522.2	33	-1
MR	135	56	Ba	2	5849.8	35	-1
MR	135	56	Ba	2	6380.8	37	-1
MR	131	57	La	1	2121.8	21	-1
MR	131	57	La	1	2549.3	23	-1
MR	131	57	La	1	3018.6	25	-1
MR	131	57	La	1	3527.4	27	-1
MR	131	57	La	2	2476.7	19	-1
MR	131	57	La	2	2544.0	21	-1
MR	131	57	La	2	2698.3	23	-1
MR	131	57	La	2	2934.4	25	-1
MR	131	57	La	2	3242.6	27	-1
MR	131	57	La	2	3609.2	29	-1
MR	131	57	La	2	4023.1	31	-1
MR	131	57	La	2	4478.5	33	-1
MR	131	57	La	2	4967.1	35	-1
MR	131	57	La	2	5489.3	37	-1
MR	131	57	La	2	6037.1	39	-1
MR	131	57	La	2	(6605.6)	41	-1
MR	131	57	La	2	(7184.6)	43	-1
MR	133	57	La	1	3599.4	27	-1
MR	133	57	La	1	3947.8	29	-1
MR	133	57	La	1	4396.1	31	-1
MR	133	57	La	1	4844.2	33	-1
MR	133	57	La	1	5318.7	35	-1
MR	133	57	La	1	5752.4	37	-1
MR	133	57	La	1	6141.7	39	-1
MR	133	57	La	1	6677.4	41	-1
MR	133	57	La	1	7027.5	43	-1
MR	133	57	La	1	7611.8	45	-1
MR	135	57	La	1	3501.4	25	-1
MR	135	57	La	1	3639.2	27	-1
MR	135	57	La	1	3959.7	29	-1
MR	135	57	La	1	4319.5	31	-1
MR	135	57	La	1	4822.3	33	-1
MR	135	57	La	1	5381.1	35	-1
MR	135	57	La	1	6027.6	37	-1
MR	135	57	La	2	5049.5	31	-1
MR	135	57	La	2	5212.0	33	-1
MR	135	57	La	2	5464.1	35	-1
MR	135	57	La	2	5775.1	37	-1
MR	135	57	La	2	6161.4	39	-1
MR	135	57	La	2	6635.3	41	-1
MR	135	57	La	2	7163.0	43	-1
MR	134	58	Ce	1	5594	28	-1
MR	134	58	Ce	1	5749	30	-1
MR	134	58	Ce	1	5969	32	-1
MR	134	58	Ce	1	6310	34	-1
MR	134	58	Ce	1	6767	36	-1
MR	134	58	Ce	1	7287	38	-1
MR	134	58	Ce	1	7835	40	-1
MR	135	58	Ce	1	3229.8	23	1
MR	135	58	Ce	1	3431.9	25	1
MR	135	58	Ce	1	3699.9	27	1
MR	135	58	Ce	1	4128.2	29	1
MR	135	58	Ce	1	4486.4	31	1
MR	135	58	Ce	1	4979.3	33	1
MR	135	58	Ce	1	5428.5	35	1
MR	135	58	Ce	1	5942.5	37	1
MR	135	58	Ce	1	6444.5	39	1
MR	135	58	Ce	2	4183.8	27	-1
MR	135	58	Ce	2	4460.9	29	-1
MR	135	58	Ce	2	4830.9	31	-1
MR	135	58	Ce	2	5206.5	33	-1
MR	135	58	Ce	2	5651.6	35	-1
MR	135	58	Ce	2	6086.5	37	-1
MR	135	58	Ce	2	6526.5	39	-1
MR	135	58	Ce	2	6994.5	41	-1
MR	135	58	Ce	2	7494.5	43	-1
MR	135	58	Ce	3	4498.8	27	-1
MR	135	58	Ce	3	4637.9	29	-1
MR	135	58	Ce	3	4816.4	31	-1
MR	135	58	Ce	3	5065.4	33	-1
MR	135	58	Ce	3	5362.9	35	-1
MR	135	58	Ce	3	5755.1	37	-1
MR	135	58	Ce	3	6259.7	39	-1
MR	135	58	Ce	3	6843.3	41	-1
MR	135	58	Ce	3	7473.3	43	-1
MR	136	58	Ce	1	5645	28	-1
MR	136	58	Ce	1	5809	30	-1
MR	136	58	Ce	1	5995	32	-1
MR	136	58	Ce	1	6283	34	-1
MR	136	58	Ce	1	6663	36	-1
MR	136	58	Ce	1	7099	38	-1
MR	136	58	Ce	1	7585	40	-1
MR	136	58	Ce	1	8110	42	-1
MR	136	58	Ce	1	8625	44	-1
MR	136	58	Ce	1	9228	46	-1
MR	136	58	Ce	2	5305	30	1
MR	136	58	Ce	2	5594	32	1
MR	136	58	Ce	2	6099	34	1
MR	136	58	Ce	2	6643	36	1
MR	136	58	Ce	2	(7239)	38	1
MR	136	58	Ce	3	5643	32	1
MR	136	58	Ce	3	5877	34	1
MR	136	58	Ce	3	6170	36	1
MR	136	58	Ce	3	6539	38	1
MR	136	58	Ce	3	6933	40	1
MR	136	58	Ce	3	7345	42	1
MR	136	58	Ce	3	7801	44	1
MR	136	58	Ce	3	(8316)	46	1
MR	138	58	Ce	1	6536.3	30	-1
MR	138	58	Ce	1	6685.4	32	-1
MR	138	58	Ce	1	6888.9	34	-1
MR	138	58	Ce	1	7211.2	36	-1
MR	138	58	Ce	1	7685.7	38	-1
MR	138	58	Ce	1	8350.2	40	-1
MR	138	58	Ce	1	8709.5	42	-1
MR	138	58	Ce	1	8957.8	44	-1
MR	139	58	Ce	1	5698.9	31	-1
MR	139	58	Ce	1	5916.5	33	-1
MR	139	58	Ce	1	6142.6	35	-1
MR	139	58	Ce	1	6488.5	37	-1
MR	139	58	Ce	1	6845.3	39	-1
MR	139	58	Ce	1	7333.6	41	-1
MR	139	58	Ce	1	7987.6	43	-1
MR	133	59	Pr	1	3253.0	21	-1
MR	133	59	Pr	1	3371.8	23	-1
MR	133	59	Pr	1	3536.8	25	-1
MR	133	59	Pr	1	3787.7	27	-1
MR	133	59	Pr	1	4124.4	29	-1
MR	133	59	Pr	1	4533.9	31	-1
MR	133	59	Pr	1	5005.7	33	-1
MR	133	59	Pr	1	5533.3	35	-1
MR	133	59	Pr	1	6107.4	37	-1
MR	133	59	Pr	1	6725.6	39	-1
MR	133	59	Pr	1	7337.6	41	-1
MR	133	59	Pr	2	2203.9	19	1
MR	133	59	Pr	2	2352.7	21	1
MR	133	59	Pr	2	2598.3	23	1
MR	133	59	Pr	2	2925.4	25	1
MR	133	59	Pr	2	3319.8	27	1
MR	133	59	Pr	2	3767.5	29	1
MR	133	59	Pr	2	4263.9	31	1
MR	133	59	Pr	2	4793.5	33	1
MR	133	59	Pr	2	5354.4	35	1
MR	133	59	Pr	2	5907.2	37	1
MR	133	59	Pr	3	4108.1	29	-1
MR	133	59	Pr	3	4252.3	31	-1
MR	133	59	Pr	3	4379.1	33	-1
MR	133	59	Pr	3	4575.0	35	-1
MR	133	59	Pr	3	4818.8	37	-1
MR	133	59	Pr	3	5115.2	39	-1
MR	133	59	Pr	3	5466.0	41	-1
MR	133	59	Pr	3	5869.6	43	-1
MR	133	59	Pr	3	6323.6	45	-1
MR	133	59	Pr	3	6824.6	57	-1
MR	133	59	Pr	3	7372.8	49	-1
MR	133	59	Pr	3	7970.4	51	-1
MR	133	59	Pr	3	8615.1	53	-1
MR	133	59	Pr	4	2035.1	21	-1
MR	133	59	Pr	4	2475.3	23	-1
MR	133	59	Pr	4	2955.2	25	-1
MR	133	59	Pr	4	3465.5	27	-1
MR	133	59	Pr	4	3960.7	29	-1
MR	135	59	Pr	1	3380.6	25	-1
MR	135	59	Pr	1	3530.0	27	-1
MR	135	59	Pr	1	3863.0	29	-1
MR	135	59	Pr	1	4292.7	31	-1
MR	135	59	Pr	1	4704.1	33	-1
MR	135	59	Pr	1	5028.6	35	-1
MR	135	59	Pr	1	5452.6	37	-1
MR	135	59	Pr	1	5951.1	39	-1
MR	135	59	Pr	1	6506.4	41	-1
MR	135	59	Pr	1	7110.4	43	-1
MR	137	59	Pr	1	3438.4	25	-1
MR	137	59	Pr	1	3550.3	27	-1
MR	137	59	Pr	1	3871.3	29	-1
MR	137	59	Pr	1	4212.8	31	-1
MR	137	59	Pr	1	4696.2	33	-1
MR	137	59	Pr	1	5174.2	35	-1
MR	137	59	Pr	1	5515.6	37	-1
MR	137	59	Pr	1	5924.0	39	-1
MR	137	59	Pr	1	6389.5	41	-1
MR	137	59	Pr	1	6896.7	43	-1
MR	137	59	Pr	1	7473.4	45	-1
MR	137	59	Pr	1	8130.8	47	-1
MR	134	60	Nd	1	2294.2	16	-1
MR	134	60	Nd	1	2721.1	18	-1
MR	134	60	Nd	1	3183.4	20	-1
MR	134	60	Nd	1	3654.7	22	-1
MR	134	60	Nd	1	4131.2	24	-1
MR	134	60	Nd	1	4593.2	26	-1
MR	134	60	Nd	2	4514.5	24	-1
MR	134	60	Nd	2	4714.0	26	-1
MR	134	60	Nd	2	5000.7	28	-1
MR	134	60	Nd	2	5363.1	30	-1
MR	134	60	Nd	2	5790.4	32	-1
MR	134	60	Nd	2	6271.3	34	-1
MR	134	60	Nd	2	6787.5	36	-1
MR	134	60	Nd	2	7293.2	38	-1
MR	134	60	Nd	3	4985.5	28	-1
MR	134	60	Nd	3	5201.4	30	-1
MR	134	60	Nd	3	5457.1	32	-1
MR	134	60	Nd	3	5770.4	34	-1
MR	134	60	Nd	3	6138.4	36	-1
MR	134	60	Nd	3	6544.7	38	-1
MR	134	60	Nd	3	6936.5	40	-1
MR	134	60	Nd	3	7350.2	42	-1
MR	134	60	Nd	3	7814.1	44	-1
MR	134	60	Nd	3	8331.2	46	-1
MR	134	60	Nd	3	8896.9	48	-1
MR	134	60	Nd	3	9510.9	50	-1
MR	134	60	Nd	3	10167.9	52	-1
MR	134	60	Nd	3	10861.9	54	-1
MR	136	60	Nd	1	3782	18	-1
MR	136	60	Nd	1	4002	20	-1
MR	136	60	Nd	1	4256	22	-1
MR	136	60	Nd	1	4550	24	-1
MR	136	60	Nd	1	4895	26	-1
MR	136	60	Nd	1	5306	28	-1
MR	136	60	Nd	1	5760	30	-1
MR	136	60	Nd	1	6261	32	-1
MR	136	60	Nd	2	6232	30	1
MR	136	60	Nd	2	6349	32	1
MR	136	60	Nd	2	6580	34	1
MR	136	60	Nd	2	6885	36	1
MR	136	60	Nd	2	7294	38	1
MR	136	60	Nd	2	7670	40	1
MR	136	60	Nd	2	8051	42	1
MR	136	60	Nd	2	8467	44	1
MR	136	60	Nd	2	8948	46	1
MR	136	60	Nd	2	9492	48	1
MR	136	60	Nd	2	10092	50	1
MR	136	60	Nd	2	10763	52	1
MR	136	60	Nd	3	6010	32	1
MR	136	60	Nd	3	6241	34	1
MR	136	60	Nd	3	6525	36	1
MR	136	60	Nd	3	6870	38	1
MR	136	60	Nd	3	7258	40	1
MR	136	60	Nd	3	7688	42	1
MR	136	60	Nd	3	8151	44	1
MR	136	60	Nd	3	8655	46	1
MR	136	60	Nd	3	9181	48	1
MR	136	60	Nd	3	9748	50	1
MR	136	60	Nd	3	10346	52	1
MR	136	60	Nd	3	10971	54	1
MR	136	60	Nd	3	11650	56	1
MR	136	60	Nd	3	12338	58	1
MR	136	60	Nd	4	3875	22	-1
MR	136	60	Nd	4	4105	24	-1
MR	136	60	Nd	4	4414	26	-1
MR	136	60	Nd	4	4771	28	-1
MR	136	60	Nd	4	5173	30	-1
MR	136	60	Nd	4	5610	32	-1
MR	136	60	Nd	4	6037	34	-1
MR	136	60	Nd	4	6482	36	-1
MR	136	60	Nd	4	6970	38	-1
MR	136	60	Nd	4	7481	40	-1
MR	136	60	Nd	4	8030	42	-1
MR	136	60	Nd	4	8654	44	-1
MR	136	60	Nd	5	8381	44	1
MR	136	60	Nd	5	8756	46	1
MR	136	60	Nd	5	9166	48	1
MR	136	60	Nd	5	9619	50	1
MR	136	60	Nd	5	10110	52	1
MR	136	60	Nd	5	10639	54	1
MR	137	60	Nd	1	3896	27	-1
MR	137	60	Nd	1	4160	29	-1
MR	137	60	Nd	1	4514	31	-1
MR	137	60	Nd	1	4910	33	-1
MR	137	60	Nd	1	5373	35	-1
MR	137	60	Nd	1	5813	37	-1
MR	137	60	Nd	1	6194	39	-1
MR	137	60	Nd	1	6670	41	-1
MR	137	60	Nd	1	7101	43	-1
MR	137	60	Nd	1	7652	45	-1
MR	137	60	Nd	1	8349	47	-1
MR	137	60	Nd	2	4822	31	-1
MR	137	60	Nd	2	5108	33	-1
MR	137	60	Nd	2	5416	35	-1
MR	137	60	Nd	2	5788	37	-1
MR	137	60	Nd	2	6264	39	-1
MR	137	60	Nd	2	6795	41	-1
MR	137	60	Nd	2	7315	43	-1
MR	137	60	Nd	2	7703	45	-1
MR	137	60	Nd	2	8197	47	-1
MR	137	60	Nd	2	8746	49	-1
MR	137	60	Nd	2	9338	51	-1
MR	137	60	Nd	3	5597	33	1
MR	137	60	Nd	3	5854	35	1
MR	137	60	Nd	3	6161	37	1
MR	137	60	Nd	3	6517	39	1
MR	137	60	Nd	3	6917	41	1
MR	137	60	Nd	3	7340	43	1
MR	137	60	Nd	3	7798	45	1
MR	137	60	Nd	3	8326	47	1
MR	137	60	Nd	3	8923	49	1
MR	137	60	Nd	3	9569	51	1
MR	137	60	Nd	3	10273	53	1
MR	138	60	Nd	1	5577	28	
MR	138	60	Nd	1	5771	30	
MR	138	60	Nd	1	6002	32	1
MR	138	60	Nd	1	6288	34	
MR	138	60	Nd	1	6669	36	
MR	138	60	Nd	1	7048	38	
MR	138	60	Nd	1	7565	40	
MR	138	60	Nd	1	8489	42	
MR	138	60	Nd	2	7830	38	1
MR	138	60	Nd	2	8058	40	1
MR	138	60	Nd	2	8351	42	1
MR	138	60	Nd	2	8708	44	1
MR	138	60	Nd	2	9132	46	1
MR	138	60	Nd	2	9620	48	1
MR	138	60	Nd	2	10232	50	1
MR	139	60	Nd	1	3839.7	25	-1
MR	139	60	Nd	1	3980.0	27	-1
MR	139	60	Nd	1	4292.6	29	-1
MR	139	60	Nd	1	4755.6	31	-1
MR	139	60	Nd	1	5391.6	33	-1
MR	139	60	Nd	1	5694.8	35	-1
MR	139	60	Nd	1	6114.7	37	-1
MR	139	60	Nd	1	6490.3	39	-1
MR	139	60	Nd	1	7102.0	41	
MR	141	60	Nd	1	5648	27	-1
MR	141	60	Nd	1	5791	29	-1
MR	141	60	Nd	1	5962	31	-1
MR	141	60	Nd	1	6212	33	-1
MR	141	60	Nd	1	6560	35	-1
MR	141	60	Nd	1	7018	37	-1
MR	141	60	Nd	1	7499	39	-1
MR	141	60	Nd	1	7852	41	-1
MR	141	60	Nd	1	8264	43	-1
MR	141	60	Nd	1	8708	45	-1
MR	141	60	Nd	1	9061	47	-1
MR	141	60	Nd	1	9551	49	-1
MR	141	60	Nd	2	7317	37	-1
MR	141	60	Nd	2	7549	39	-1
MR	141	60	Nd	2	7906	41	-1
MR	141	60	Nd	2	8374	43	-1
MR	141	60	Nd	2	8770	45	-1
MR	141	60	Nd	2	9087	47	-1
MR	141	60	Nd	2	9498	49	-1
MR	141	60	Nd	2	10008	51	-1
MR	141	60	Nd	2	10612	53	-1
MR	141	60	Nd	3	9363	47	1
MR	141	60	Nd	3	9655	49	1
MR	141	60	Nd	3	10068	51	1
MR	141	60	Nd	3	10593	53	1
MR	141	60	Nd	3	11211	55	1
MR	141	60	Nd	3	11913	57	1
MR	139	61	Pm	1	3157.9	25	-1
MR	139	61	Pm	1	3262.4	27	-1
MR	139	61	Pm	1	3592.0	29	-1
MR	139	61	Pm	1	3908.7	31	-1
MR	139	61	Pm	1	4381.7	33	-1
MR	139	61	Pm	1	4914.6	35	-1
MR	139	61	Pm	1	5572.3	37	-1
MR	139	61	Pm	2	5183.2	35	-1
MR	139	61	Pm	2	5407.5	37	-1
MR	139	61	Pm	2	5669.6	39	-1
MR	139	61	Pm	2	6123.9	41	-1
MR	139	61	Pm	2	6518.4	43	-1
MR	139	61	Pm	2	7120.5	45	-1
MR	139	61	Pm	2	7433.8	47	-1
MR	139	62	Sm	1	3253.4	23	-1
MR	139	62	Sm	1	3325.6	25	-1
MR	139	62	Sm	1	3443.9	27	-1
MR	139	62	Sm	1	3708.6	29	-1
MR	139	62	Sm	1	4045.6	31	-1
MR	139	62	Sm	1	4454.8	33	-1
MR	139	62	Sm	1	4927.2	35	-1
MR	139	62	Sm	1	5440.5	37	-1
MR	139	62	Sm	1	5930.7	39	-1
MR	141	62	Sm	1	3377.0	25	-1
MR	141	62	Sm	1	3509.6	27	-1
MR	141	62	Sm	1	3819.0	29	-1
MR	141	62	Sm	1	4265.4	31	-1
MR	141	62	Sm	1	4793.2	33	-1
MR	141	62	Sm	1	5366.2	35	-1
MR	142	62	Sm	1	6459.3	32	-1
MR	142	62	Sm	1	6746.0	34	-1
MR	142	62	Sm	1	7131.2	36	-1
MR	142	62	Sm	1	7630.9	38	-1
MR	142	62	Sm	1	8252.4	40	-1
MR	142	62	Sm	1	8660.4	42	-1
MR	142	62	Sm	1	9167.1	44	-1
MR	143	62	Sm	1	8613.8	43	-1
MR	143	62	Sm	1	8853.3	45	-1
MR	143	62	Sm	1	9192.9	47	-1
MR	143	62	Sm	1	9637.7	49	-1
MR	143	62	Sm	1	10215.9	51	-1
MR	143	62	Sm	1	10943.9	53	-1
MR	143	62	Sm	2	10081.1	49	-1
MR	143	62	Sm	2	10270.0	51	-1
MR	143	62	Sm	2	10622.7	53	-1
MR	143	62	Sm	2	11072.1	55	-1
MR	143	62	Sm	2	11587.1	57	-1
MR	143	62	Sm	2	12049.2	59	-1
MR	141	63	Eu	1	3007.6	25	-1
MR	141	63	Eu	1	3075.0	27	-1
MR	141	63	Eu	1	3416.2	29	-1
MR	141	63	Eu	1	3682.5	31	-1
MR	141	63	Eu	1	4154.2	33	-1
MR	141	63	Eu	1	4844.6	35	-1
MR	141	63	Eu	2	5018.9	37	-1
MR	141	63	Eu	2	5189.1	39	-1
MR	141	63	Eu	2	5655.4	41	-1
MR	141	63	Eu	2	5991.7	43	-1
MR	141	63	Eu	2	6619.4	45	-1
MR	142	63	Eu	1	376.0+X	20	1
MR	142	63	Eu	1	795.6+X	22	1
MR	142	63	Eu	1	1098.8+X	24	1
MR	142	63	Eu	1	1668.6+X	26	1
MR	142	63	Eu	1	2130.3+X	28	1
MR	142	63	Eu	1	2288.1+X	30	1
MR	142	63	Eu	1	2542.7+X	32	1
MR	142	63	Eu	1	3056.4+X	34	1
MR	142	63	Eu	1	3433.6+X	36	1
MR	142	63	Eu	1	4217.0+X	38	1
MR	142	63	Eu	1	4802.0+X	40	1
MR	142	63	Eu	2	2484.0+Y	26	-1
MR	142	63	Eu	2	2610.7+Y	28	-1
MR	142	63	Eu	2	2751.1+Y	30	-1
MR	142	63	Eu	2	2935.6+Y	32	-1
MR	142	63	Eu	2	3154.0+Y	34	-1
MR	142	63	Eu	2	3548.3+Y	36	-1
MR	142	63	Eu	2	3973.7+Y	38	-1
MR	142	63	Eu	2	4514.4+Y	40	-1
MR	142	63	Eu	2	5076.4+Y	42	-1
MR	143	63	Eu	1	5869.0	35	1
MR	143	63	Eu	1	6057.2	37	1
MR	143	63	Eu	1	6332.7	39	1
MR	143	63	Eu	1	6694.0	41	1
MR	143	63	Eu	1	7153.6	43	1
MR	143	63	Eu	1	7725.8	45	1
MR	143	63	Eu	1	8262.8	47	1
MR	143	63	Eu	2	7272.7	41	-1
